observation_id,scenario,gender,age,race,disability_status,nationality,education,field_of_study,cover_letter,recommendations,experience,chosen
580,1,Non-binary,55,Black,None stated,Mexican,Bachelor Degree,Somewhat related,Personalized,Below average,3-7 years,1
581,1,Male,40,White,None stated,American,Associate Degree,Closely related,Unpersonalized,Average,3-7 years,1
582,1,Female,30,White,Mental health history,American,Master Degree,Unrelated,Personalized,Above average,3-7 years,1
583,1,Male,30,Black,Mental health history,German,Associate Degree,Closely related,Personalized,Average,10+ years,1
584,1,Male,50,Black,None stated,Canadian,Associate Degree,Somewhat related,Unpersonalized,Below average,3-7 years,0
585,1,Male,50,Asian,Mental health history,Canadian,Bachelor Degree,Closely related,Personalized,Below average,0-2 years,0
586,1,Female,50,Asian,None stated,Canadian,Associate Degree,Closely related,Personalized,Below average,10+ years,1
587,1,Female,55,Asian,Mental health history,American,Associate Degree,Closely related,Personalized,Below average,0-2 years,0
588,1,Male,50,White,None stated,Mexican,Master Degree,Unrelated,Unpersonalized,Above average,0-2 years,0
589,1,Female,35,Asian,None stated,Mexican,Associate Degree,Unrelated,Personalized,Below average,10+ years,0
590,1,Non-binary,55,Hispanic,None stated,Indian,Associate Degree,Unrelated,Unpersonalized,Above average,0-2 years,0
591,1,Non-binary,35,Asian,None stated,Mexican,Associate Degree,Closely related,Unpersonalized,Below average,10+ years,1
592,1,Male,55,Black,Mental health history,American,Master Degree,Closely related,Unpersonalized,Above average,0-2 years,1
593,1,Male,30,Asian,Mental health history,American,Associate Degree,Closely related,Unpersonalized,Below average,3-7 years,0
594,1,Non-binary,50,White,None stated,American,Associate Degree,Unrelated,Unpersonalized,Average,10+ years,0
595,1,Female,55,Asian,None stated,Indian,Master Degree,Unrelated,Personalized,Above average,0-2 years,0
596,1,Male,30,Black,None stated,Indian,Master Degree,Somewhat related,Personalized,Below average,3-7 years,1
597,1,Female,55,White,None stated,Canadian,Master Degree,Closely related,Unpersonalized,Average,3-7 years,1
598,1,Female,35,Black,Physical disability,Mexican,Bachelor Degree,Somewhat related,Unpersonalized,Above average,10+ years,1
599,1,Non-binary,50,Hispanic,Mental health history,German,Associate Degree,Somewhat related,Personalized,Below average,10+ years,0
600,1,Male,40,Hispanic,None stated,American,Associate Degree,Somewhat related,Unpersonalized,Average,3-7 years,0
601,1,Male,55,Black,Physical disability,American,Master Degree,Somewhat related,Unpersonalized,Average,10+ years,1
602,1,Male,30,Black,None stated,American,Master Degree,Somewhat related,Personalized,Average,3-7 years,1
603,1,Female,30,Black,None stated,American,Master Degree,Closely related,Personalized,Average,3-7 years,1
604,1,Female,30,Hispanic,None stated,Canadian,Bachelor Degree,Unrelated,Personalized,Average,3-7 years,0
605,1,Female,35,White,Physical disability,Indian,Associate Degree,Somewhat related,Personalized,Average,0-2 years,1
606,1,Non-binary,30,Asian,None stated,German,Associate Degree,Unrelated,Personalized,Average,3-7 years,1
607,1,Female,40,Hispanic,Mental health history,Canadian,Bachelor Degree,Somewhat related,Unpersonalized,Average,10+ years,1
608,1,Female,50,White,Physical disability,Canadian,Associate Degree,Unrelated,Unpersonalized,Average,10+ years,0
609,1,Female,35,Asian,Physical disability,Mexican,Master Degree,Somewhat related,Personalized,Below average,10+ years,1
610,1,Male,30,Black,Physical disability,German,Associate Degree,Somewhat related,Personalized,Above average,3-7 years,1
611,1,Male,35,Hispanic,Physical disability,Indian,Bachelor Degree,Somewhat related,Personalized,Average,10+ years,1
612,1,Female,40,Asian,Physical disability,American,Master Degree,Somewhat related,Unpersonalized,Above average,10+ years,1
613,1,Female,35,Hispanic,None stated,Canadian,Bachelor Degree,Somewhat related,Personalized,Above average,3-7 years,1
614,1,Male,45,Asian,None stated,Mexican,Bachelor Degree,Unrelated,Unpersonalized,Average,10+ years,0
615,1,Non-binary,35,Asian,Mental health history,American,Master Degree,Somewhat related,Personalized,Above average,3-7 years,1
616,1,Male,35,White,Physical disability,Indian,Associate Degree,Somewhat related,Unpersonalized,Above average,10+ years,1
617,1,Male,35,Asian,Physical disability,Indian,Bachelor Degree,Unrelated,Personalized,Below average,3-7 years,0
618,1,Female,55,Asian,None stated,Canadian,Bachelor Degree,Closely related,Unpersonalized,Above average,0-2 years,0
619,1,Non-binary,35,Hispanic,Mental health history,German,Associate Degree,Unrelated,Unpersonalized,Average,3-7 years,0
620,1,Non-binary,45,Hispanic,Physical disability,Indian,Bachelor Degree,Somewhat related,Unpersonalized,Below average,3-7 years,0
621,1,Female,40,Hispanic,Mental health history,Mexican,Master Degree,Unrelated,Personalized,Average,0-2 years,0
622,1,Non-binary,50,White,Mental health history,Mexican,Bachelor Degree,Closely related,Personalized,Above average,10+ years,1
623,1,Non-binary,55,Hispanic,None stated,Mexican,Associate Degree,Unrelated,Unpersonalized,Above average,10+ years,0
624,1,Male,35,Asian,Mental health history,German,Bachelor Degree,Somewhat related,Personalized,Below average,3-7 years,0
625,1,Male,55,Hispanic,Mental health history,Canadian,Bachelor Degree,Somewhat related,Personalized,Above average,0-2 years,1
626,1,Female,35,White,None stated,American,Bachelor Degree,Closely related,Personalized,Average,10+ years,1
627,1,Male,35,Black,Physical disability,Canadian,Master Degree,Closely related,Unpersonalized,Above average,10+ years,1
628,1,Non-binary,30,White,None stated,Mexican,Bachelor Degree,Closely related,Personalized,Average,3-7 years,1
629,1,Non-binary,30,Black,Mental health history,Indian,Bachelor Degree,Somewhat related,Unpersonalized,Average,0-2 years,0
630,1,Female,45,White,None stated,German,Master Degree,Somewhat related,Personalized,Average,10+ years,1
631,1,Male,30,Asian,None stated,Canadian,Associate Degree,Unrelated,Personalized,Above average,3-7 years,1
632,1,Female,50,Hispanic,None stated,Mexican,Associate Degree,Closely related,Unpersonalized,Above average,0-2 years,0
633,1,Non-binary,55,Asian,Physical disability,German,Associate Degree,Unrelated,Unpersonalized,Above average,0-2 years,0
634,1,Non-binary,45,Asian,Mental health history,German,Bachelor Degree,Somewhat related,Personalized,Average,0-2 years,1
635,1,Female,35,Asian,None stated,American,Bachelor Degree,Unrelated,Personalized,Below average,3-7 years,0
636,1,Non-binary,35,White,Mental health history,Mexican,Master Degree,Unrelated,Personalized,Below average,10+ years,0
637,1,Female,30,Asian,Physical disability,American,Associate Degree,Somewhat related,Personalized,Below average,3-7 years,0
638,1,Female,40,Black,Physical disability,American,Master Degree,Unrelated,Personalized,Above average,10+ years,1
639,1,Female,30,Asian,Physical disability,German,Associate Degree,Somewhat related,Unpersonalized,Below average,3-7 years,0
640,1,Male,30,Asian,Mental health history,Indian,Associate Degree,Closely related,Personalized,Average,10+ years,1
641,1,Female,30,Asian,Physical disability,German,Bachelor Degree,Somewhat related,Personalized,Average,10+ years,1
642,1,Non-binary,30,Black,Mental health history,Indian,Master Degree,Somewhat related,Unpersonalized,Above average,10+ years,1
643,1,Non-binary,55,Black,Mental health history,American,Associate Degree,Somewhat related,Personalized,Average,0-2 years,0
644,1,Female,55,Hispanic,Mental health history,Canadian,Master Degree,Closely related,Personalized,Average,3-7 years,1
645,1,Male,55,Asian,Mental health history,American,Associate Degree,Somewhat related,Personalized,Below average,0-2 years,0
646,1,Female,40,White,Mental health history,American,Bachelor Degree,Somewhat related,Personalized,Average,3-7 years,1
647,1,Non-binary,45,Hispanic,None stated,Mexican,Associate Degree,Somewhat related,Personalized,Below average,3-7 years,0
648,1,Male,30,White,Mental health history,Mexican,Associate Degree,Closely related,Personalized,Above average,0-2 years,1
649,1,Male,35,Asian,Mental health history,Mexican,Master Degree,Unrelated,Unpersonalized,Below average,0-2 years,0
650,1,Male,35,Asian,Physical disability,Canadian,Associate Degree,Unrelated,Unpersonalized,Above average,3-7 years,0
651,1,Female,35,Hispanic,None stated,American,Associate Degree,Unrelated,Unpersonalized,Average,10+ years,0
652,1,Female,45,Asian,Mental health history,Mexican,Master Degree,Somewhat related,Unpersonalized,Above average,3-7 years,1
653,1,Non-binary,50,White,None stated,Indian,Associate Degree,Unrelated,Personalized,Above average,3-7 years,0
654,1,Female,55,Hispanic,Mental health history,Canadian,Bachelor Degree,Unrelated,Unpersonalized,Above average,3-7 years,0
655,1,Female,45,Asian,Physical disability,American,Associate Degree,Somewhat related,Personalized,Above average,10+ years,1
656,1,Male,40,White,Physical disability,American,Associate Degree,Somewhat related,Personalized,Average,3-7 years,1
657,1,Female,40,Black,None stated,Mexican,Associate Degree,Unrelated,Personalized,Above average,10+ years,0
658,1,Female,45,White,Physical disability,Mexican,Master Degree,Somewhat related,Personalized,Below average,3-7 years,1
659,1,Male,40,Hispanic,Mental health history,Canadian,Bachelor Degree,Somewhat related,Personalized,Average,10+ years,1
660,1,Female,30,White,Physical disability,American,Associate Degree,Unrelated,Unpersonalized,Average,10+ years,0
661,1,Male,45,White,Physical disability,German,Bachelor Degree,Closely related,Personalized,Average,3-7 years,1
662,1,Male,30,White,Mental health history,Canadian,Master Degree,Closely related,Unpersonalized,Average,0-2 years,0
663,1,Male,35,White,Mental health history,American,Associate Degree,Closely related,Personalized,Above average,0-2 years,1
664,1,Male,50,Asian,Mental health history,Indian,Master Degree,Unrelated,Personalized,Above average,0-2 years,0
665,1,Female,45,Asian,Physical disability,American,Master Degree,Somewhat related,Unpersonalized,Below average,3-7 years,1
666,1,Female,30,Hispanic,None stated,German,Bachelor Degree,Closely related,Unpersonalized,Average,3-7 years,1
667,1,Female,55,Hispanic,Mental health history,American,Associate Degree,Unrelated,Personalized,Above average,10+ years,1
668,1,Non-binary,45,Hispanic,Physical disability,German,Master Degree,Closely related,Unpersonalized,Average,10+ years,1
669,1,Non-binary,30,Hispanic,Mental health history,Indian,Bachelor Degree,Closely related,Personalized,Average,0-2 years,1
670,1,Female,40,White,None stated,Mexican,Associate Degree,Unrelated,Unpersonalized,Above average,0-2 years,0
671,1,Male,35,Black,Physical disability,German,Associate Degree,Closely related,Personalized,Below average,10+ years,1
672,1,Female,35,Hispanic,None stated,Canadian,Master Degree,Somewhat related,Unpersonalized,Above average,10+ years,1
673,1,Male,50,Asian,None stated,American,Bachelor Degree,Closely related,Personalized,Below average,10+ years,0
674,1,Male,35,Asian,None stated,German,Master Degree,Closely related,Unpersonalized,Above average,10+ years,1
675,1,Female,40,Black,Physical disability,American,Associate Degree,Closely related,Unpersonalized,Below average,0-2 years,0
676,1,Female,50,White,Mental health history,Indian,Associate Degree,Somewhat related,Personalized,Average,0-2 years,0
677,1,Male,30,White,None stated,German,Master Degree,Somewhat related,Personalized,Below average,3-7 years,1
678,1,Male,45,White,Mental health history,Mexican,Bachelor Degree,Closely related,Unpersonalized,Above average,0-2 years,0
679,1,Male,55,Black,None stated,American,Associate Degree,Closely related,Unpersonalized,Average,3-7 years,0
680,1,Female,55,White,Mental health history,American,Associate Degree,Somewhat related,Personalized,Above average,10+ years,1
681,1,Non-binary,40,Asian,Mental health history,German,Master Degree,Closely related,Personalized,Above average,3-7 years,1
682,1,Male,40,Black,None stated,Canadian,Master Degree,Somewhat related,Unpersonalized,Average,0-2 years,0
683,1,Female,50,Hispanic,Physical disability,American,Bachelor Degree,Somewhat related,Unpersonalized,Average,0-2 years,0
684,1,Male,50,Asian,None stated,German,Bachelor Degree,Somewhat related,Personalized,Average,3-7 years,1
685,1,Non-binary,55,Asian,Mental health history,Indian,Bachelor Degree,Unrelated,Unpersonalized,Average,3-7 years,0
686,1,Female,50,Hispanic,None stated,German,Bachelor Degree,Somewhat related,Unpersonalized,Below average,3-7 years,0
687,1,Female,30,Hispanic,None stated,Indian,Associate Degree,Somewhat related,Unpersonalized,Below average,10+ years,0
688,1,Male,40,Asian,Physical disability,Indian,Associate Degree,Closely related,Personalized,Average,10+ years,1
689,1,Male,50,Black,None stated,Mexican,Bachelor Degree,Closely related,Unpersonalized,Below average,10+ years,1
690,1,Male,35,Asian,Mental health history,Mexican,Master Degree,Somewhat related,Personalized,Below average,3-7 years,1
691,1,Female,40,White,None stated,Mexican,Associate Degree,Somewhat related,Personalized,Below average,0-2 years,0
692,1,Non-binary,30,Black,Physical disability,American,Associate Degree,Closely related,Unpersonalized,Below average,10+ years,0
693,1,Male,50,Asian,None stated,Mexican,Associate Degree,Somewhat related,Personalized,Above average,3-7 years,1
694,1,Female,55,Hispanic,Mental health history,Canadian,Bachelor Degree,Somewhat related,Personalized,Below average,0-2 years,0
695,1,Female,30,White,Physical disability,Indian,Master Degree,Closely related,Unpersonalized,Below average,0-2 years,0
696,1,Non-binary,30,Black,None stated,Indian,Associate Degree,Unrelated,Personalized,Average,0-2 years,0
697,1,Non-binary,40,White,Physical disability,Mexican,Master Degree,Unrelated,Personalized,Below average,0-2 years,1
698,1,Non-binary,35,Black,Mental health history,German,Master Degree,Closely related,Personalized,Average,10+ years,1
699,1,Male,35,Asian,Physical disability,Mexican,Associate Degree,Unrelated,Unpersonalized,Above average,3-7 years,0
700,1,Non-binary,50,Asian,None stated,Mexican,Bachelor Degree,Closely related,Personalized,Above average,3-7 years,1
701,1,Male,30,Black,Mental health history,German,Associate Degree,Closely related,Personalized,Below average,10+ years,1
702,1,Non-binary,45,Black,Physical disability,Mexican,Associate Degree,Unrelated,Personalized,Above average,3-7 years,1
703,1,Non-binary,35,White,Physical disability,Canadian,Master Degree,Somewhat related,Unpersonalized,Above average,10+ years,1
704,1,Non-binary,55,White,None stated,Canadian,Master Degree,Somewhat related,Personalized,Below average,0-2 years,0
705,1,Non-binary,30,Black,None stated,Indian,Associate Degree,Somewhat related,Personalized,Below average,0-2 years,0
706,1,Female,50,Black,Physical disability,Canadian,Bachelor Degree,Unrelated,Unpersonalized,Above average,10+ years,0
707,1,Female,40,Black,Mental health history,Indian,Associate Degree,Closely related,Unpersonalized,Above average,10+ years,1
708,1,Non-binary,35,White,Physical disability,Mexican,Master Degree,Closely related,Unpersonalized,Average,10+ years,1
709,1,Male,40,Hispanic,Mental health history,Canadian,Bachelor Degree,Unrelated,Personalized,Above average,3-7 years,0
710,1,Non-binary,30,Hispanic,None stated,Mexican,Bachelor Degree,Unrelated,Personalized,Below average,0-2 years,0
711,1,Female,35,Asian,Physical disability,Indian,Associate Degree,Unrelated,Personalized,Average,0-2 years,0
712,1,Female,30,Black,Mental health history,Canadian,Associate Degree,Somewhat related,Personalized,Above average,10+ years,1
713,1,Male,30,Black,None stated,German,Bachelor Degree,Closely related,Unpersonalized,Above average,3-7 years,1
714,1,Female,40,Hispanic,None stated,Canadian,Bachelor Degree,Unrelated,Unpersonalized,Above average,3-7 years,1
715,1,Female,35,White,Physical disability,Canadian,Bachelor Degree,Somewhat related,Unpersonalized,Below average,0-2 years,0
716,1,Male,45,Black,None stated,Canadian,Bachelor Degree,Unrelated,Unpersonalized,Below average,10+ years,0
717,1,Male,30,Asian,Mental health history,German,Master Degree,Somewhat related,Personalized,Above average,10+ years,1
718,1,Non-binary,45,White,None stated,Indian,Master Degree,Closely related,Unpersonalized,Average,0-2 years,0
719,1,Female,35,Hispanic,None stated,German,Bachelor Degree,Somewhat related,Personalized,Above average,0-2 years,0
720,1,Male,40,Black,Mental health history,Mexican,Master Degree,Unrelated,Unpersonalized,Above average,3-7 years,0
721,1,Male,35,Hispanic,None stated,American,Bachelor Degree,Unrelated,Personalized,Average,10+ years,1
722,1,Male,40,Black,Physical disability,American,Associate Degree,Somewhat related,Unpersonalized,Above average,10+ years,1
723,1,Male,55,Black,Physical disability,Canadian,Bachelor Degree,Unrelated,Personalized,Average,10+ years,0
724,1,Male,35,White,None stated,Canadian,Associate Degree,Unrelated,Personalized,Average,0-2 years,0
725,1,Female,40,White,None stated,German,Bachelor Degree,Somewhat related,Unpersonalized,Below average,3-7 years,1
726,1,Non-binary,35,Hispanic,Mental health history,Indian,Bachelor Degree,Unrelated,Unpersonalized,Below average,0-2 years,0
727,1,Non-binary,45,Black,Mental health history,German,Associate Degree,Somewhat related,Unpersonalized,Average,10+ years,1
728,1,Female,30,Asian,Physical disability,German,Associate Degree,Unrelated,Unpersonalized,Average,10+ years,1
729,1,Non-binary,30,Hispanic,Mental health history,Indian,Bachelor Degree,Closely related,Unpersonalized,Below average,10+ years,0
730,1,Male,30,Hispanic,None stated,American,Bachelor Degree,Unrelated,Personalized,Above average,0-2 years,0
731,1,Non-binary,35,Asian,Mental health history,American,Master Degree,Somewhat related,Unpersonalized,Below average,10+ years,0
732,1,Female,30,Asian,Mental health history,Canadian,Master Degree,Unrelated,Unpersonalized,Average,10+ years,1
733,1,Non-binary,45,White,None stated,American,Associate Degree,Unrelated,Personalized,Average,3-7 years,0
734,1,Non-binary,35,Asian,Mental health history,Canadian,Master Degree,Unrelated,Personalized,Above average,0-2 years,1
735,1,Male,40,Black,None stated,Mexican,Bachelor Degree,Unrelated,Unpersonalized,Above average,0-2 years,0
736,1,Male,50,Hispanic,None stated,German,Master Degree,Closely related,Unpersonalized,Above average,10+ years,1
737,1,Female,35,Hispanic,Physical disability,American,Associate Degree,Unrelated,Personalized,Above average,0-2 years,1
738,1,Non-binary,40,White,None stated,Indian,Bachelor Degree,Somewhat related,Unpersonalized,Below average,0-2 years,0
739,1,Non-binary,45,Hispanic,Mental health history,Indian,Bachelor Degree,Closely related,Unpersonalized,Below average,3-7 years,0
740,1,Female,45,Asian,Mental health history,Indian,Master Degree,Closely related,Personalized,Below average,0-2 years,0
741,1,Female,35,Asian,Physical disability,Indian,Associate Degree,Somewhat related,Personalized,Below average,0-2 years,0
742,1,Male,55,Black,None stated,German,Bachelor Degree,Closely related,Unpersonalized,Average,3-7 years,1
743,1,Male,45,Black,Physical disability,Canadian,Bachelor Degree,Somewhat related,Unpersonalized,Below average,10+ years,1
744,1,Male,40,Asian,Physical disability,German,Associate Degree,Unrelated,Unpersonalized,Average,10+ years,0
745,1,Female,45,Black,Physical disability,Canadian,Bachelor Degree,Somewhat related,Unpersonalized,Below average,3-7 years,0
746,1,Female,55,White,Mental health history,Indian,Associate Degree,Closely related,Unpersonalized,Average,10+ years,1
747,1,Female,40,White,Mental health history,Indian,Master Degree,Somewhat related,Unpersonalized,Below average,3-7 years,0
748,1,Male,30,Asian,Mental health history,German,Bachelor Degree,Closely related,Unpersonalized,Above average,0-2 years,0
749,1,Female,45,Asian,Mental health history,Mexican,Associate Degree,Unrelated,Unpersonalized,Average,3-7 years,0
750,1,Female,55,White,Mental health history,Indian,Associate Degree,Closely related,Personalized,Below average,0-2 years,0
751,1,Non-binary,50,Hispanic,None stated,American,Bachelor Degree,Somewhat related,Personalized,Average,10+ years,1
752,1,Male,55,Asian,Mental health history,American,Bachelor Degree,Closely related,Personalized,Below average,3-7 years,0
753,1,Female,55,Black,Physical disability,German,Master Degree,Closely related,Unpersonalized,Average,10+ years,1
754,1,Female,40,Hispanic,Mental health history,Mexican,Associate Degree,Closely related,Personalized,Average,10+ years,1
755,1,Non-binary,50,Asian,Mental health history,Indian,Bachelor Degree,Unrelated,Personalized,Above average,3-7 years,1
756,1,Non-binary,45,Asian,Physical disability,American,Master Degree,Unrelated,Personalized,Below average,3-7 years,0
757,1,Female,45,Hispanic,None stated,Canadian,Master Degree,Unrelated,Personalized,Below average,3-7 years,0
758,1,Non-binary,35,Hispanic,Mental health history,American,Associate Degree,Somewhat related,Personalized,Average,0-2 years,1
759,1,Female,50,Asian,Physical disability,Mexican,Master Degree,Closely related,Unpersonalized,Below average,10+ years,1
760,1,Male,35,Hispanic,Physical disability,American,Master Degree,Somewhat related,Unpersonalized,Below average,0-2 years,0
761,1,Male,50,White,Mental health history,German,Master Degree,Somewhat related,Personalized,Above average,10+ years,1
762,1,Non-binary,50,Black,None stated,Indian,Bachelor Degree,Unrelated,Personalized,Average,3-7 years,1
763,1,Female,35,Hispanic,None stated,Canadian,Bachelor Degree,Unrelated,Personalized,Below average,3-7 years,0
764,1,Non-binary,45,Hispanic,None stated,Indian,Bachelor Degree,Unrelated,Personalized,Below average,10+ years,0
765,1,Female,45,Hispanic,Physical disability,American,Associate Degree,Closely related,Unpersonalized,Below average,0-2 years,0
766,1,Female,30,Asian,Mental health history,American,Bachelor Degree,Unrelated,Unpersonalized,Average,3-7 years,0
767,1,Male,35,Asian,None stated,Canadian,Bachelor Degree,Unrelated,Unpersonalized,Below average,3-7 years,0
768,1,Male,50,Asian,Physical disability,Mexican,Master Degree,Closely related,Personalized,Average,10+ years,1
769,1,Female,55,Black,Mental health history,German,Bachelor Degree,Unrelated,Unpersonalized,Above average,3-7 years,0
770,1,Female,35,Asian,None stated,Canadian,Associate Degree,Somewhat related,Personalized,Below average,0-2 years,0
771,1,Female,55,White,Physical disability,American,Bachelor Degree,Unrelated,Personalized,Above average,10+ years,1
772,1,Non-binary,35,Black,None stated,Indian,Associate Degree,Closely related,Unpersonalized,Below average,3-7 years,0
773,1,Male,50,Hispanic,Physical disability,American,Master Degree,Closely related,Unpersonalized,Below average,0-2 years,0
774,1,Non-binary,45,Asian,Mental health history,American,Master Degree,Somewhat related,Personalized,Below average,3-7 years,1
775,1,Female,50,Hispanic,Mental health history,Mexican,Master Degree,Somewhat related,Unpersonalized,Below average,0-2 years,0
776,1,Female,50,Hispanic,Physical disability,Canadian,Associate Degree,Closely related,Unpersonalized,Below average,3-7 years,0
777,1,Male,35,Asian,Mental health history,Mexican,Bachelor Degree,Unrelated,Unpersonalized,Average,10+ years,0
778,1,Non-binary,55,Black,Physical disability,German,Bachelor Degree,Unrelated,Unpersonalized,Below average,3-7 years,0
779,1,Non-binary,40,Asian,Physical disability,Mexican,Bachelor Degree,Unrelated,Unpersonalized,Above average,0-2 years,0
780,1,Non-binary,35,Black,Mental health history,Mexican,Bachelor Degree,Somewhat related,Personalized,Above average,3-7 years,1
781,1,Male,35,Black,Physical disability,Indian,Master Degree,Unrelated,Unpersonalized,Average,10+ years,0
782,1,Male,55,Asian,Physical disability,German,Bachelor Degree,Somewhat related,Unpersonalized,Average,3-7 years,0
783,1,Non-binary,35,White,Physical disability,Canadian,Bachelor Degree,Unrelated,Unpersonalized,Below average,10+ years,0
784,1,Male,40,Hispanic,None stated,Indian,Bachelor Degree,Somewhat related,Personalized,Below average,10+ years,1
785,1,Male,50,White,Mental health history,Mexican,Associate Degree,Unrelated,Unpersonalized,Average,10+ years,0
786,1,Non-binary,30,White,Mental health history,Canadian,Master Degree,Closely related,Unpersonalized,Below average,10+ years,1
787,1,Non-binary,40,White,None stated,German,Bachelor Degree,Somewhat related,Unpersonalized,Average,3-7 years,1
788,1,Female,35,Asian,None stated,German,Master Degree,Somewhat related,Unpersonalized,Below average,10+ years,0
789,1,Male,50,White,None stated,German,Bachelor Degree,Closely related,Unpersonalized,Above average,0-2 years,0
790,1,Male,35,Hispanic,None stated,Indian,Associate Degree,Somewhat related,Personalized,Above average,0-2 years,0
791,1,Non-binary,50,White,None stated,Canadian,Associate Degree,Somewhat related,Unpersonalized,Below average,3-7 years,0
792,1,Female,30,White,Physical disability,Indian,Bachelor Degree,Closely related,Unpersonalized,Above average,3-7 years,1
793,1,Female,55,Asian,None stated,Canadian,Associate Degree,Closely related,Personalized,Average,10+ years,1
794,1,Female,50,Hispanic,None stated,Indian,Associate Degree,Closely related,Personalized,Below average,10+ years,0
795,1,Female,55,Asian,Physical disability,German,Bachelor Degree,Closely related,Personalized,Above average,0-2 years,1
796,1,Male,30,White,Physical disability,Canadian,Associate Degree,Somewhat related,Personalized,Average,3-7 years,1
797,1,Female,35,Asian,Mental health history,German,Bachelor Degree,Unrelated,Personalized,Above average,3-7 years,1
798,1,Non-binary,30,Hispanic,Physical disability,German,Associate Degree,Closely related,Personalized,Above average,0-2 years,1
799,1,Female,40,Black,Mental health history,American,Master Degree,Somewhat related,Personalized,Average,0-2 years,0
800,1,Non-binary,45,Hispanic,Physical disability,Canadian,Master Degree,Unrelated,Unpersonalized,Above average,0-2 years,0
801,1,Female,40,Hispanic,Mental health history,Indian,Master Degree,Closely related,Unpersonalized,Below average,3-7 years,1
802,1,Female,30,White,Mental health history,Mexican,Associate Degree,Somewhat related,Unpersonalized,Above average,3-7 years,1
803,1,Male,35,Asian,Mental health history,German,Associate Degree,Unrelated,Personalized,Below average,3-7 years,0
804,1,Non-binary,35,Hispanic,None stated,Mexican,Associate Degree,Somewhat related,Unpersonalized,Above average,10+ years,1
805,1,Non-binary,50,Asian,None stated,German,Master Degree,Closely related,Personalized,Above average,0-2 years,1
806,1,Female,50,Black,None stated,Mexican,Associate Degree,Closely related,Unpersonalized,Average,3-7 years,1
807,1,Non-binary,40,White,Mental health history,German,Bachelor Degree,Closely related,Unpersonalized,Above average,0-2 years,1
808,1,Female,30,Hispanic,Physical disability,German,Associate Degree,Unrelated,Unpersonalized,Above average,0-2 years,0
809,1,Non-binary,45,Hispanic,None stated,American,Bachelor Degree,Unrelated,Unpersonalized,Above average,10+ years,1
810,1,Non-binary,45,Black,Mental health history,Indian,Associate Degree,Unrelated,Unpersonalized,Below average,3-7 years,0
811,1,Non-binary,55,White,Mental health history,American,Associate Degree,Closely related,Unpersonalized,Below average,10+ years,1
812,1,Female,50,White,Physical disability,Indian,Master Degree,Closely related,Personalized,Below average,0-2 years,1
813,1,Non-binary,40,Asian,None stated,Mexican,Bachelor Degree,Closely related,Unpersonalized,Above average,10+ years,1
814,1,Female,30,Asian,Physical disability,German,Master Degree,Unrelated,Personalized,Above average,3-7 years,1
815,1,Female,55,Hispanic,Physical disability,Mexican,Bachelor Degree,Somewhat related,Personalized,Average,3-7 years,1
816,1,Female,50,White,None stated,American,Associate Degree,Unrelated,Unpersonalized,Above average,0-2 years,0
817,1,Non-binary,50,White,Physical disability,Canadian,Bachelor Degree,Closely related,Personalized,Below average,0-2 years,1
818,1,Non-binary,35,Black,None stated,Mexican,Associate Degree,Closely related,Unpersonalized,Above average,3-7 years,1
819,1,Non-binary,40,Asian,Physical disability,Indian,Bachelor Degree,Somewhat related,Personalized,Above average,10+ years,1
820,1,Non-binary,40,White,Mental health history,Canadian,Master Degree,Somewhat related,Personalized,Above average,3-7 years,1
821,1,Male,50,Hispanic,Mental health history,American,Bachelor Degree,Somewhat related,Personalized,Average,10+ years,1
822,1,Female,35,Hispanic,Physical disability,German,Master Degree,Unrelated,Unpersonalized,Above average,0-2 years,0
823,1,Non-binary,40,White,None stated,German,Associate Degree,Unrelated,Unpersonalized,Below average,0-2 years,0
824,1,Female,30,White,Physical disability,German,Master Degree,Unrelated,Unpersonalized,Above average,3-7 years,1
825,1,Female,45,White,None stated,Mexican,Bachelor Degree,Closely related,Personalized,Above average,10+ years,1
826,1,Non-binary,30,Asian,None stated,Canadian,Associate Degree,Unrelated,Personalized,Average,3-7 years,1
827,1,Male,55,Hispanic,None stated,German,Associate Degree,Somewhat related,Personalized,Below average,0-2 years,0
828,1,Non-binary,30,White,Physical disability,Mexican,Associate Degree,Somewhat related,Personalized,Below average,10+ years,1
829,1,Female,30,White,Physical disability,Canadian,Bachelor Degree,Closely related,Personalized,Above average,0-2 years,1
830,1,Non-binary,55,Asian,Mental health history,German,Master Degree,Unrelated,Unpersonalized,Below average,10+ years,0
831,1,Female,45,Hispanic,None stated,Indian,Associate Degree,Somewhat related,Personalized,Above average,10+ years,1
832,1,Female,50,Black,Mental health history,Mexican,Master Degree,Closely related,Personalized,Average,3-7 years,1
833,1,Non-binary,55,White,None stated,American,Bachelor Degree,Closely related,Personalized,Below average,3-7 years,1
834,1,Male,55,White,Physical disability,American,Associate Degree,Unrelated,Unpersonalized,Average,3-7 years,0
835,1,Female,55,Asian,None stated,Mexican,Bachelor Degree,Unrelated,Personalized,Above average,3-7 years,0
836,1,Male,55,Hispanic,None stated,Canadian,Associate Degree,Unrelated,Personalized,Average,0-2 years,0
837,1,Female,50,Asian,Physical disability,German,Bachelor Degree,Closely related,Personalized,Above average,0-2 years,1
838,1,Male,30,Black,None stated,Indian,Associate Degree,Closely related,Personalized,Average,3-7 years,1
