"observation_id","scenario","gender","age","race","disability_status","nationality","education","field_of_study","cover_letter","recommendations","experience","chosen"
1542,"choose","Non-binary",35,"White","None stated","German","Master Degree","Unrelated","Unpersonalized","Above average","0-2 years",0
1543,"choose","Female",50,"Asian","Mental health history","American","Master Degree","Somewhat related","Personalized","Below average","10+ years",1
1544,"choose","Non-binary",50,"Hispanic","None stated","Indian","Associate Degree","Unrelated","Personalized","Above average","3-7 years",0
1545,"choose","Male",45,"Asian","None stated","Indian","Bachelor Degree","Closely related","Personalized","Above average","10+ years",1
1546,"choose","Non-binary",30,"Asian","None stated","Indian","Master Degree","Somewhat related","Personalized","Below average","10+ years",1
1547,"choose","Non-binary",40,"Black","None stated","Canadian","Bachelor Degree","Closely related","Personalized","Above average","10+ years",1
1548,"choose","Female",35,"Hispanic","Mental health history","American","Bachelor Degree","Unrelated","Unpersonalized","Above average","3-7 years",0
1549,"choose","Female",35,"Asian","Physical disability","American","Associate Degree","Closely related","Personalized","Below average","0-2 years",0
1550,"choose","Non-binary",45,"Black","None stated","Mexican","Associate Degree","Closely related","Unpersonalized","Above average","0-2 years",0
1551,"choose","Male",30,"Asian","None stated","Indian","Bachelor Degree","Unrelated","Personalized","Average","3-7 years",0
1552,"choose","Male",35,"Asian","None stated","Canadian","Associate Degree","Closely related","Personalized","Below average","0-2 years",0
1553,"choose","Non-binary",50,"White","None stated","German","Associate Degree","Unrelated","Personalized","Average","3-7 years",0
1554,"choose","Non-binary",30,"Black","Mental health history","German","Master Degree","Somewhat related","Unpersonalized","Average","3-7 years",1
1555,"choose","Female",50,"Asian","None stated","Indian","Master Degree","Unrelated","Personalized","Average","0-2 years",0
1556,"choose","Female",50,"White","Physical disability","Mexican","Bachelor Degree","Somewhat related","Unpersonalized","Below average","3-7 years",0
1557,"choose","Non-binary",50,"White","None stated","Indian","Bachelor Degree","Somewhat related","Unpersonalized","Below average","3-7 years",0
1558,"choose","Male",50,"Black","Mental health history","American","Master Degree","Unrelated","Unpersonalized","Above average","10+ years",0
1559,"choose","Male",30,"White","Physical disability","Indian","Master Degree","Unrelated","Unpersonalized","Average","3-7 years",0
1560,"choose","Male",50,"Asian","Mental health history","Canadian","Associate Degree","Closely related","Unpersonalized","Below average","10+ years",0
1561,"choose","Male",50,"Asian","None stated","American","Associate Degree","Closely related","Personalized","Above average","3-7 years",1
1562,"choose","Female",40,"Hispanic","Physical disability","German","Associate Degree","Closely related","Unpersonalized","Below average","10+ years",0
1563,"choose","Non-binary",30,"Asian","None stated","German","Associate Degree","Closely related","Personalized","Average","3-7 years",1
1564,"choose","Female",45,"Black","Physical disability","American","Associate Degree","Somewhat related","Personalized","Above average","3-7 years",1
1565,"choose","Female",40,"Hispanic","Mental health history","Mexican","Master Degree","Somewhat related","Personalized","Average","3-7 years",1
1566,"choose","Female",30,"Hispanic","Mental health history","Canadian","Master Degree","Somewhat related","Unpersonalized","Above average","10+ years",1
1567,"choose","Female",55,"Hispanic","None stated","German","Associate Degree","Unrelated","Unpersonalized","Below average","0-2 years",0
1568,"choose","Non-binary",30,"Asian","Physical disability","Mexican","Associate Degree","Closely related","Personalized","Average","3-7 years",1
1569,"choose","Male",50,"Asian","Mental health history","American","Bachelor Degree","Closely related","Personalized","Average","10+ years",1
1570,"choose","Female",55,"Black","Mental health history","American","Master Degree","Unrelated","Unpersonalized","Above average","0-2 years",0
1571,"choose","Female",55,"Black","Mental health history","Canadian","Master Degree","Somewhat related","Personalized","Average","0-2 years",0
1572,"choose","Male",45,"Asian","Mental health history","Canadian","Associate Degree","Closely related","Unpersonalized","Above average","10+ years",1
1573,"choose","Non-binary",35,"Hispanic","None stated","Mexican","Master Degree","Unrelated","Unpersonalized","Below average","3-7 years",0
1574,"choose","Male",35,"Black","Physical disability","German","Bachelor Degree","Closely related","Personalized","Above average","0-2 years",1
1575,"choose","Non-binary",55,"White","Mental health history","American","Associate Degree","Unrelated","Personalized","Above average","3-7 years",0
1576,"choose","Female",50,"Asian","None stated","Canadian","Bachelor Degree","Closely related","Personalized","Above average","10+ years",1
1577,"choose","Non-binary",55,"White","None stated","Indian","Master Degree","Somewhat related","Unpersonalized","Above average","3-7 years",1
1578,"choose","Male",45,"White","Physical disability","German","Master Degree","Unrelated","Personalized","Above average","10+ years",1
1579,"choose","Male",30,"Hispanic","Physical disability","Indian","Bachelor Degree","Unrelated","Personalized","Below average","0-2 years",0
1580,"choose","Female",35,"Asian","Physical disability","German","Associate Degree","Unrelated","Unpersonalized","Above average","3-7 years",0
1581,"choose","Female",35,"Hispanic","Physical disability","Canadian","Associate Degree","Somewhat related","Unpersonalized","Above average","10+ years",1
1582,"choose","Non-binary",35,"White","None stated","American","Associate Degree","Unrelated","Unpersonalized","Average","0-2 years",0
1583,"choose","Male",55,"Asian","Mental health history","American","Associate Degree","Somewhat related","Personalized","Below average","3-7 years",0
1584,"choose","Non-binary",50,"Hispanic","None stated","American","Master Degree","Somewhat related","Personalized","Below average","10+ years",0
1585,"choose","Male",40,"Black","Mental health history","Indian","Master Degree","Unrelated","Unpersonalized","Average","0-2 years",0
1586,"choose","Non-binary",40,"Black","None stated","Mexican","Master Degree","Somewhat related","Unpersonalized","Average","10+ years",1
1587,"choose","Male",55,"Hispanic","None stated","Indian","Bachelor Degree","Unrelated","Unpersonalized","Above average","3-7 years",0
1588,"choose","Male",40,"Asian","None stated","American","Master Degree","Unrelated","Unpersonalized","Average","0-2 years",0
1589,"choose","Non-binary",35,"Black","None stated","German","Associate Degree","Somewhat related","Personalized","Below average","10+ years",1
1590,"choose","Female",30,"White","Physical disability","Indian","Master Degree","Unrelated","Personalized","Average","3-7 years",1
1591,"choose","Non-binary",30,"Black","Physical disability","Mexican","Master Degree","Unrelated","Personalized","Below average","3-7 years",1
1592,"choose","Non-binary",50,"Black","Physical disability","Indian","Associate Degree","Unrelated","Personalized","Average","3-7 years",0
1593,"choose","Non-binary",45,"Asian","Mental health history","Canadian","Associate Degree","Closely related","Personalized","Average","3-7 years",1
1594,"choose","Non-binary",40,"Asian","Mental health history","Canadian","Master Degree","Somewhat related","Personalized","Above average","0-2 years",1
1595,"choose","Non-binary",55,"Hispanic","None stated","Mexican","Associate Degree","Unrelated","Personalized","Below average","3-7 years",0
1596,"choose","Non-binary",55,"Black","None stated","Mexican","Bachelor Degree","Unrelated","Personalized","Above average","10+ years",1
1597,"choose","Male",50,"Hispanic","Mental health history","American","Master Degree","Closely related","Unpersonalized","Below average","0-2 years",0
1598,"choose","Non-binary",55,"White","Mental health history","Canadian","Associate Degree","Somewhat related","Personalized","Below average","3-7 years",0
1599,"choose","Non-binary",30,"Black","None stated","Indian","Master Degree","Closely related","Unpersonalized","Below average","3-7 years",0
1600,"choose","Male",40,"Black","Mental health history","Canadian","Associate Degree","Unrelated","Unpersonalized","Above average","0-2 years",0
1601,"choose","Male",55,"Hispanic","Mental health history","Canadian","Bachelor Degree","Somewhat related","Unpersonalized","Below average","0-2 years",0
1602,"choose","Male",55,"Black","Physical disability","Canadian","Bachelor Degree","Unrelated","Unpersonalized","Average","0-2 years",0
1603,"choose","Female",45,"Hispanic","Mental health history","German","Associate Degree","Unrelated","Personalized","Above average","10+ years",1
1604,"choose","Female",40,"Black","Physical disability","German","Master Degree","Closely related","Personalized","Above average","3-7 years",1
1605,"choose","Female",40,"White","Mental health history","Canadian","Master Degree","Somewhat related","Personalized","Above average","0-2 years",1
1606,"choose","Non-binary",50,"Black","Mental health history","American","Associate Degree","Unrelated","Unpersonalized","Above average","3-7 years",1
1607,"choose","Male",30,"Asian","None stated","American","Master Degree","Unrelated","Personalized","Above average","3-7 years",0
1608,"choose","Non-binary",30,"Black","Mental health history","Canadian","Associate Degree","Closely related","Personalized","Below average","0-2 years",1
1609,"choose","Male",50,"White","Physical disability","German","Bachelor Degree","Closely related","Personalized","Average","0-2 years",1
1610,"choose","Male",30,"Hispanic","Mental health history","Canadian","Associate Degree","Closely related","Unpersonalized","Average","3-7 years",0
1611,"choose","Non-binary",55,"Asian","None stated","Mexican","Bachelor Degree","Unrelated","Personalized","Below average","3-7 years",0
1612,"choose","Non-binary",45,"Black","Physical disability","Mexican","Bachelor Degree","Somewhat related","Personalized","Above average","3-7 years",1
1613,"choose","Non-binary",55,"Asian","Mental health history","Canadian","Bachelor Degree","Unrelated","Personalized","Below average","3-7 years",0
1614,"choose","Female",50,"Asian","None stated","Canadian","Associate Degree","Unrelated","Unpersonalized","Above average","3-7 years",0
1615,"choose","Non-binary",50,"Black","Mental health history","Mexican","Bachelor Degree","Closely related","Unpersonalized","Below average","10+ years",0
1616,"choose","Non-binary",30,"Black","Mental health history","Mexican","Bachelor Degree","Somewhat related","Personalized","Below average","0-2 years",0
1617,"choose","Non-binary",45,"Hispanic","None stated","Indian","Associate Degree","Unrelated","Unpersonalized","Above average","10+ years",1
1618,"choose","Non-binary",40,"White","Physical disability","American","Master Degree","Closely related","Personalized","Above average","3-7 years",1
1619,"choose","Female",50,"Asian","Mental health history","Canadian","Associate Degree","Somewhat related","Unpersonalized","Average","0-2 years",0
1620,"choose","Female",40,"Black","Physical disability","Mexican","Associate Degree","Unrelated","Unpersonalized","Below average","3-7 years",0
1621,"choose","Non-binary",35,"Asian","Physical disability","Mexican","Bachelor Degree","Closely related","Unpersonalized","Below average","3-7 years",0
1622,"choose","Female",40,"Asian","Mental health history","Canadian","Master Degree","Somewhat related","Personalized","Above average","0-2 years",1
1623,"choose","Female",30,"Black","None stated","Mexican","Bachelor Degree","Somewhat related","Unpersonalized","Below average","10+ years",0
1624,"choose","Non-binary",30,"Hispanic","Physical disability","Canadian","Associate Degree","Unrelated","Personalized","Above average","10+ years",0
1625,"choose","Non-binary",45,"White","Physical disability","Mexican","Associate Degree","Unrelated","Unpersonalized","Below average","10+ years",0
1626,"choose","Male",35,"Asian","None stated","German","Master Degree","Unrelated","Personalized","Above average","10+ years",1
1627,"choose","Female",40,"Asian","None stated","Canadian","Master Degree","Closely related","Personalized","Average","0-2 years",1
1628,"choose","Non-binary",50,"White","None stated","Mexican","Bachelor Degree","Unrelated","Personalized","Below average","3-7 years",0
1629,"choose","Non-binary",40,"Black","None stated","American","Master Degree","Unrelated","Personalized","Below average","10+ years",1
1630,"choose","Male",55,"White","Mental health history","Indian","Master Degree","Closely related","Unpersonalized","Above average","0-2 years",0
1631,"choose","Non-binary",30,"Hispanic","None stated","German","Associate Degree","Closely related","Personalized","Below average","10+ years",1
1632,"choose","Female",45,"White","None stated","Mexican","Associate Degree","Unrelated","Unpersonalized","Above average","0-2 years",0
1633,"choose","Male",40,"Asian","Physical disability","American","Associate Degree","Closely related","Personalized","Average","10+ years",1
1634,"choose","Non-binary",40,"White","None stated","German","Bachelor Degree","Unrelated","Unpersonalized","Above average","3-7 years",0
1635,"choose","Non-binary",55,"Hispanic","Mental health history","Mexican","Bachelor Degree","Unrelated","Personalized","Below average","10+ years",0
1636,"choose","Non-binary",55,"Black","Physical disability","Canadian","Associate Degree","Closely related","Unpersonalized","Average","0-2 years",0
1637,"choose","Male",30,"Black","Mental health history","German","Associate Degree","Somewhat related","Personalized","Average","0-2 years",1
1638,"choose","Male",45,"White","None stated","German","Master Degree","Unrelated","Personalized","Below average","10+ years",0
1639,"choose","Female",45,"Black","None stated","American","Associate Degree","Somewhat related","Personalized","Average","3-7 years",1
1640,"choose","Non-binary",40,"White","Mental health history","German","Master Degree","Somewhat related","Personalized","Average","0-2 years",1
1641,"choose","Non-binary",40,"Asian","Physical disability","Mexican","Bachelor Degree","Unrelated","Unpersonalized","Average","10+ years",0
1642,"choose","Female",30,"Black","Physical disability","Indian","Master Degree","Unrelated","Personalized","Below average","10+ years",0
1643,"choose","Female",30,"Black","Mental health history","Indian","Bachelor Degree","Somewhat related","Personalized","Average","3-7 years",1
1644,"choose","Male",35,"Black","None stated","Mexican","Master Degree","Somewhat related","Personalized","Above average","3-7 years",1
1645,"choose","Non-binary",30,"White","Physical disability","Indian","Associate Degree","Unrelated","Unpersonalized","Average","10+ years",0
1646,"choose","Non-binary",55,"Hispanic","None stated","Indian","Bachelor Degree","Somewhat related","Personalized","Above average","3-7 years",1
1647,"choose","Non-binary",50,"Black","None stated","American","Bachelor Degree","Unrelated","Personalized","Above average","10+ years",1
1648,"choose","Non-binary",35,"White","Mental health history","Canadian","Bachelor Degree","Closely related","Unpersonalized","Above average","10+ years",1
1649,"choose","Non-binary",30,"White","Mental health history","Indian","Associate Degree","Closely related","Personalized","Above average","3-7 years",1
1650,"choose","Non-binary",30,"Hispanic","Physical disability","Indian","Master Degree","Unrelated","Unpersonalized","Below average","3-7 years",0
1651,"choose","Male",40,"Hispanic","Physical disability","Indian","Bachelor Degree","Unrelated","Personalized","Below average","10+ years",0
1652,"choose","Female",35,"White","Physical disability","Canadian","Associate Degree","Closely related","Unpersonalized","Above average","3-7 years",1
1653,"choose","Male",45,"White","None stated","German","Associate Degree","Unrelated","Personalized","Above average","10+ years",0
1654,"choose","Female",40,"Black","Mental health history","Canadian","Associate Degree","Somewhat related","Personalized","Below average","0-2 years",0
1655,"choose","Male",40,"White","None stated","Indian","Master Degree","Closely related","Unpersonalized","Below average","3-7 years",0
1656,"choose","Male",45,"Asian","Mental health history","Canadian","Master Degree","Unrelated","Personalized","Average","3-7 years",1
1657,"choose","Non-binary",55,"Asian","Physical disability","Indian","Associate Degree","Closely related","Personalized","Below average","0-2 years",0
1658,"choose","Female",40,"White","None stated","German","Bachelor Degree","Somewhat related","Personalized","Average","3-7 years",1
1659,"choose","Non-binary",55,"Asian","Mental health history","American","Master Degree","Unrelated","Unpersonalized","Below average","10+ years",0
1660,"choose","Non-binary",30,"Hispanic","Physical disability","Canadian","Bachelor Degree","Unrelated","Personalized","Above average","3-7 years",1
1661,"choose","Female",30,"Hispanic","Mental health history","Canadian","Associate Degree","Somewhat related","Personalized","Below average","3-7 years",0
1662,"choose","Male",55,"Black","None stated","Indian","Master Degree","Closely related","Personalized","Below average","0-2 years",0
1663,"choose","Female",40,"Black","Physical disability","German","Bachelor Degree","Closely related","Personalized","Average","10+ years",1
1664,"choose","Female",55,"White","None stated","German","Bachelor Degree","Unrelated","Personalized","Above average","3-7 years",0
1665,"choose","Male",45,"White","Physical disability","Mexican","Master Degree","Closely related","Unpersonalized","Above average","0-2 years",0
1666,"choose","Female",45,"Asian","Mental health history","Mexican","Associate Degree","Unrelated","Personalized","Average","10+ years",1
1667,"choose","Non-binary",35,"Black","Mental health history","Mexican","Associate Degree","Closely related","Unpersonalized","Average","10+ years",1
1668,"choose","Female",35,"Asian","Mental health history","Canadian","Bachelor Degree","Closely related","Unpersonalized","Above average","10+ years",1
1669,"choose","Male",40,"Black","Physical disability","Mexican","Associate Degree","Unrelated","Unpersonalized","Above average","10+ years",0
1670,"choose","Non-binary",50,"Black","Physical disability","German","Associate Degree","Unrelated","Unpersonalized","Above average","0-2 years",0
1671,"choose","Non-binary",40,"Hispanic","Mental health history","American","Associate Degree","Unrelated","Unpersonalized","Below average","3-7 years",0
1672,"choose","Male",40,"Hispanic","None stated","German","Master Degree","Closely related","Personalized","Average","10+ years",1
1673,"choose","Female",55,"Hispanic","Mental health history","Indian","Master Degree","Somewhat related","Unpersonalized","Above average","10+ years",1
1674,"choose","Female",50,"White","None stated","Mexican","Master Degree","Somewhat related","Personalized","Average","0-2 years",1
1675,"choose","Female",40,"Hispanic","Physical disability","Mexican","Associate Degree","Unrelated","Unpersonalized","Average","10+ years",0
1676,"choose","Female",50,"Black","None stated","Mexican","Master Degree","Closely related","Unpersonalized","Below average","10+ years",1
1677,"choose","Female",45,"Black","Physical disability","Mexican","Bachelor Degree","Closely related","Personalized","Below average","10+ years",1
1678,"choose","Male",40,"White","None stated","Mexican","Associate Degree","Unrelated","Personalized","Below average","3-7 years",0
1679,"choose","Male",50,"Asian","Mental health history","Canadian","Master Degree","Somewhat related","Personalized","Below average","3-7 years",1
1680,"choose","Female",50,"Hispanic","Mental health history","Mexican","Associate Degree","Unrelated","Personalized","Average","3-7 years",1
1681,"choose","Female",30,"Black","Physical disability","Mexican","Bachelor Degree","Closely related","Personalized","Average","10+ years",1
1682,"choose","Female",50,"Hispanic","Mental health history","Canadian","Associate Degree","Closely related","Personalized","Below average","0-2 years",0
1683,"choose","Female",35,"White","Physical disability","Mexican","Bachelor Degree","Somewhat related","Unpersonalized","Above average","3-7 years",1
1684,"choose","Non-binary",30,"Hispanic","Physical disability","Mexican","Bachelor Degree","Somewhat related","Unpersonalized","Below average","3-7 years",1
1685,"choose","Female",30,"Black","Physical disability","Indian","Bachelor Degree","Somewhat related","Unpersonalized","Above average","0-2 years",1
1686,"choose","Female",50,"Hispanic","Physical disability","Canadian","Bachelor Degree","Closely related","Personalized","Above average","3-7 years",1
1687,"choose","Non-binary",40,"White","Physical disability","Mexican","Bachelor Degree","Somewhat related","Personalized","Average","10+ years",1
1688,"choose","Female",35,"Black","Mental health history","Canadian","Bachelor Degree","Somewhat related","Personalized","Below average","10+ years",1
1689,"choose","Non-binary",35,"Asian","Mental health history","Mexican","Bachelor Degree","Closely related","Personalized","Below average","10+ years",1
1690,"choose","Non-binary",40,"Black","Mental health history","Indian","Bachelor Degree","Somewhat related","Unpersonalized","Average","3-7 years",1
1691,"choose","Non-binary",30,"Asian","Mental health history","Indian","Master Degree","Unrelated","Unpersonalized","Above average","10+ years",0
1692,"choose","Female",45,"Asian","Mental health history","German","Bachelor Degree","Closely related","Personalized","Above average","10+ years",1
1693,"choose","Female",30,"Asian","Physical disability","Indian","Master Degree","Closely related","Unpersonalized","Average","0-2 years",0
1694,"choose","Female",30,"Asian","Physical disability","Mexican","Bachelor Degree","Closely related","Personalized","Below average","10+ years",1
1695,"choose","Female",40,"Asian","None stated","American","Associate Degree","Somewhat related","Unpersonalized","Above average","0-2 years",0
1696,"choose","Non-binary",55,"Hispanic","Physical disability","Mexican","Bachelor Degree","Somewhat related","Unpersonalized","Average","0-2 years",1
1697,"choose","Non-binary",40,"Black","Physical disability","Indian","Bachelor Degree","Unrelated","Personalized","Above average","0-2 years",0
1698,"choose","Female",50,"White","Mental health history","German","Bachelor Degree","Unrelated","Personalized","Average","10+ years",0
1699,"choose","Non-binary",35,"Black","Mental health history","Canadian","Associate Degree","Unrelated","Personalized","Above average","10+ years",1
1700,"choose","Male",40,"Black","Mental health history","German","Associate Degree","Somewhat related","Personalized","Average","10+ years",1
1701,"choose","Non-binary",40,"Black","Physical disability","Canadian","Bachelor Degree","Closely related","Personalized","Above average","10+ years",1
1702,"choose","Male",30,"Asian","None stated","American","Associate Degree","Closely related","Unpersonalized","Above average","0-2 years",0
1703,"choose","Female",50,"Asian","Mental health history","Mexican","Bachelor Degree","Somewhat related","Unpersonalized","Below average","10+ years",0
1704,"choose","Male",45,"Asian","Physical disability","Canadian","Associate Degree","Somewhat related","Unpersonalized","Below average","0-2 years",0
1705,"choose","Male",30,"Black","None stated","Mexican","Associate Degree","Unrelated","Personalized","Above average","10+ years",0
1706,"choose","Male",55,"Hispanic","Mental health history","German","Bachelor Degree","Closely related","Personalized","Below average","0-2 years",0
1707,"choose","Male",55,"Asian","Physical disability","Canadian","Associate Degree","Unrelated","Unpersonalized","Average","10+ years",0
1708,"choose","Non-binary",45,"Black","Physical disability","Canadian","Master Degree","Somewhat related","Personalized","Average","10+ years",1
1709,"choose","Non-binary",35,"Hispanic","None stated","Indian","Associate Degree","Somewhat related","Personalized","Average","0-2 years",0
1710,"choose","Female",55,"Asian","None stated","German","Associate Degree","Somewhat related","Personalized","Below average","10+ years",0
1711,"choose","Female",40,"Asian","Physical disability","Canadian","Associate Degree","Unrelated","Unpersonalized","Below average","10+ years",0
1712,"choose","Female",55,"White","Physical disability","Canadian","Associate Degree","Unrelated","Personalized","Average","0-2 years",0
1713,"choose","Male",50,"White","None stated","German","Associate Degree","Closely related","Unpersonalized","Average","10+ years",0
1714,"choose","Female",30,"White","Physical disability","Indian","Master Degree","Unrelated","Personalized","Above average","0-2 years",0
1715,"choose","Female",35,"White","Mental health history","Mexican","Master Degree","Closely related","Personalized","Below average","10+ years",1
1716,"choose","Female",45,"Black","Mental health history","Canadian","Bachelor Degree","Unrelated","Personalized","Average","10+ years",1
1717,"choose","Female",35,"White","Physical disability","German","Master Degree","Somewhat related","Unpersonalized","Below average","10+ years",0
1718,"choose","Female",40,"Black","Physical disability","Mexican","Master Degree","Somewhat related","Unpersonalized","Below average","3-7 years",0
1719,"choose","Female",55,"Asian","Mental health history","Canadian","Master Degree","Unrelated","Unpersonalized","Above average","10+ years",0
1720,"choose","Female",45,"Asian","None stated","American","Master Degree","Unrelated","Unpersonalized","Above average","3-7 years",1
1721,"choose","Non-binary",45,"Asian","None stated","German","Bachelor Degree","Somewhat related","Unpersonalized","Average","10+ years",1
1722,"choose","Female",35,"White","None stated","Mexican","Master Degree","Somewhat related","Personalized","Average","3-7 years",1
1723,"choose","Female",45,"Hispanic","Mental health history","American","Master Degree","Unrelated","Unpersonalized","Above average","10+ years",0
1724,"choose","Male",40,"Black","Physical disability","Canadian","Bachelor Degree","Unrelated","Unpersonalized","Above average","10+ years",0
1725,"choose","Male",50,"Black","Physical disability","American","Master Degree","Somewhat related","Unpersonalized","Above average","10+ years",1
1726,"choose","Non-binary",50,"White","None stated","German","Master Degree","Closely related","Unpersonalized","Above average","3-7 years",1
1727,"choose","Non-binary",55,"Black","Mental health history","Canadian","Associate Degree","Unrelated","Unpersonalized","Above average","3-7 years",0
1728,"choose","Male",50,"Asian","Physical disability","Indian","Master Degree","Unrelated","Unpersonalized","Above average","10+ years",0
1729,"choose","Non-binary",50,"White","Mental health history","German","Associate Degree","Somewhat related","Unpersonalized","Above average","3-7 years",1
1730,"choose","Non-binary",30,"Hispanic","Physical disability","German","Master Degree","Closely related","Personalized","Below average","10+ years",1
1731,"choose","Non-binary",30,"Hispanic","None stated","Mexican","Bachelor Degree","Somewhat related","Unpersonalized","Below average","10+ years",1
1732,"choose","Male",40,"Hispanic","Mental health history","Canadian","Associate Degree","Unrelated","Personalized","Below average","3-7 years",0
1733,"choose","Male",40,"Hispanic","Physical disability","American","Associate Degree","Unrelated","Personalized","Average","0-2 years",0
1734,"choose","Non-binary",40,"Hispanic","None stated","Canadian","Bachelor Degree","Somewhat related","Unpersonalized","Below average","3-7 years",0
1735,"choose","Female",50,"Asian","Mental health history","Mexican","Bachelor Degree","Closely related","Unpersonalized","Average","0-2 years",0
1736,"choose","Female",55,"Asian","Physical disability","Mexican","Master Degree","Closely related","Unpersonalized","Above average","0-2 years",1
1737,"choose","Male",35,"Asian","Physical disability","American","Bachelor Degree","Closely related","Unpersonalized","Average","3-7 years",1
1738,"choose","Female",30,"Asian","Mental health history","Mexican","Master Degree","Somewhat related","Personalized","Below average","10+ years",1
1739,"choose","Male",35,"Hispanic","None stated","American","Associate Degree","Somewhat related","Unpersonalized","Below average","10+ years",1
1740,"choose","Non-binary",30,"Hispanic","Mental health history","Indian","Master Degree","Unrelated","Personalized","Below average","3-7 years",0
1741,"choose","Non-binary",50,"Hispanic","Physical disability","Indian","Master Degree","Closely related","Unpersonalized","Average","3-7 years",1
1742,"choose","Male",45,"Black","None stated","German","Master Degree","Closely related","Unpersonalized","Average","0-2 years",0
1743,"choose","Male",30,"Hispanic","Physical disability","Canadian","Bachelor Degree","Unrelated","Unpersonalized","Below average","0-2 years",0
1744,"choose","Non-binary",40,"White","None stated","American","Master Degree","Closely related","Unpersonalized","Below average","10+ years",0
1745,"choose","Non-binary",35,"Asian","None stated","Indian","Associate Degree","Unrelated","Unpersonalized","Below average","3-7 years",0
1746,"choose","Male",35,"White","Physical disability","Canadian","Bachelor Degree","Closely related","Unpersonalized","Average","0-2 years",0
1747,"choose","Female",40,"Asian","Physical disability","Mexican","Master Degree","Closely related","Personalized","Above average","10+ years",1
1748,"choose","Male",35,"Hispanic","Physical disability","Canadian","Master Degree","Closely related","Unpersonalized","Average","0-2 years",1
1749,"choose","Non-binary",40,"White","Mental health history","Mexican","Bachelor Degree","Closely related","Unpersonalized","Above average","10+ years",1
1750,"choose","Female",40,"White","None stated","American","Associate Degree","Somewhat related","Personalized","Below average","0-2 years",0
1751,"choose","Female",30,"White","Physical disability","Indian","Bachelor Degree","Closely related","Personalized","Above average","3-7 years",1
1752,"choose","Male",30,"Hispanic","None stated","American","Bachelor Degree","Unrelated","Unpersonalized","Below average","0-2 years",0
1753,"choose","Female",40,"Asian","Physical disability","Mexican","Master Degree","Somewhat related","Unpersonalized","Above average","0-2 years",0
1754,"choose","Non-binary",30,"Hispanic","Mental health history","American","Associate Degree","Somewhat related","Personalized","Above average","10+ years",1
1755,"choose","Male",45,"Black","Mental health history","Indian","Bachelor Degree","Closely related","Unpersonalized","Above average","0-2 years",1
1756,"choose","Female",35,"Hispanic","None stated","Canadian","Associate Degree","Closely related","Unpersonalized","Below average","10+ years",0
1757,"choose","Male",40,"Black","Mental health history","Mexican","Associate Degree","Unrelated","Personalized","Average","3-7 years",0
1758,"choose","Female",45,"Black","Mental health history","Mexican","Associate Degree","Closely related","Personalized","Below average","0-2 years",1
1759,"choose","Female",50,"Hispanic","Mental health history","German","Associate Degree","Closely related","Unpersonalized","Below average","3-7 years",0
1760,"choose","Female",50,"Hispanic","None stated","German","Bachelor Degree","Closely related","Personalized","Above average","10+ years",1
1761,"choose","Male",35,"Hispanic","Physical disability","German","Bachelor Degree","Closely related","Unpersonalized","Above average","3-7 years",1
1762,"choose","Non-binary",55,"Hispanic","Mental health history","Canadian","Associate Degree","Unrelated","Unpersonalized","Average","0-2 years",0
1763,"choose","Female",40,"White","None stated","Mexican","Master Degree","Somewhat related","Personalized","Below average","3-7 years",1
1764,"choose","Female",35,"Hispanic","None stated","Indian","Master Degree","Unrelated","Unpersonalized","Below average","10+ years",0
1765,"choose","Non-binary",45,"Hispanic","Physical disability","Indian","Bachelor Degree","Somewhat related","Unpersonalized","Above average","3-7 years",1
1766,"choose","Female",55,"White","None stated","German","Associate Degree","Unrelated","Unpersonalized","Below average","3-7 years",0
1767,"choose","Male",35,"Black","Physical disability","German","Bachelor Degree","Closely related","Unpersonalized","Above average","3-7 years",1
1768,"choose","Male",45,"Hispanic","Mental health history","Canadian","Master Degree","Somewhat related","Personalized","Below average","0-2 years",0
1769,"choose","Non-binary",30,"Hispanic","Mental health history","Canadian","Bachelor Degree","Closely related","Personalized","Average","0-2 years",1
1770,"choose","Female",30,"Hispanic","Mental health history","American","Bachelor Degree","Unrelated","Unpersonalized","Below average","0-2 years",0
1771,"choose","Female",35,"Asian","None stated","Canadian","Master Degree","Somewhat related","Personalized","Above average","10+ years",1
1772,"choose","Female",35,"White","None stated","German","Master Degree","Unrelated","Personalized","Above average","0-2 years",0
1773,"choose","Female",40,"Black","Physical disability","Mexican","Associate Degree","Somewhat related","Unpersonalized","Below average","10+ years",0
1774,"choose","Male",30,"Black","None stated","Indian","Associate Degree","Closely related","Unpersonalized","Below average","3-7 years",0
1775,"choose","Male",55,"White","Physical disability","Canadian","Bachelor Degree","Unrelated","Unpersonalized","Above average","0-2 years",0
1776,"choose","Female",30,"Black","None stated","Canadian","Master Degree","Unrelated","Personalized","Above average","0-2 years",0
1777,"choose","Non-binary",30,"Black","None stated","Canadian","Master Degree","Closely related","Personalized","Average","10+ years",1
1778,"choose","Non-binary",35,"White","None stated","Mexican","Bachelor Degree","Somewhat related","Personalized","Above average","3-7 years",1
1779,"choose","Male",30,"Black","Mental health history","Indian","Associate Degree","Somewhat related","Unpersonalized","Above average","10+ years",1
1780,"choose","Non-binary",50,"Black","Physical disability","German","Master Degree","Unrelated","Personalized","Above average","0-2 years",1
1781,"choose","Female",30,"Asian","Mental health history","German","Bachelor Degree","Unrelated","Personalized","Below average","10+ years",0
