observation_id,scenario,gender,age,race,disability_status,nationality,education,field_of_study,cover_letter,recommendations,experience,chosen
644,1,Female,55,Black,None stated,Mexican,Master Degree,Somewhat related,Unpersonalized,Average,0-2 years,0
645,1,Male,45,Hispanic,Mental health history,Indian,Master Degree,Closely related,Personalized,Above average,3-7 years,1
646,1,Non-binary,45,Hispanic,None stated,German,Associate Degree,Closely related,Personalized,Average,3-7 years,1
647,1,Non-binary,50,Hispanic,Mental health history,Mexican,Bachelor Degree,Unrelated,Unpersonalized,Average,0-2 years,0
648,1,Non-binary,40,Asian,Physical disability,German,Associate Degree,Closely related,Unpersonalized,Above average,3-7 years,0
649,1,Female,40,Asian,Mental health history,Mexican,Associate Degree,Closely related,Unpersonalized,Average,10+ years,1
650,1,Male,55,White,None stated,American,Master Degree,Somewhat related,Personalized,Average,3-7 years,1
651,1,Male,55,Black,None stated,Indian,Master Degree,Unrelated,Unpersonalized,Average,3-7 years,0
652,1,Female,50,Black,None stated,Indian,Bachelor Degree,Somewhat related,Personalized,Below average,10+ years,1
653,1,Non-binary,40,Black,Mental health history,Canadian,Master Degree,Somewhat related,Unpersonalized,Below average,10+ years,1
654,1,Non-binary,30,Hispanic,Physical disability,German,Bachelor Degree,Closely related,Unpersonalized,Above average,0-2 years,0
655,1,Non-binary,30,Hispanic,Mental health history,American,Bachelor Degree,Somewhat related,Personalized,Above average,10+ years,1
656,1,Male,40,White,Mental health history,Indian,Bachelor Degree,Closely related,Personalized,Above average,3-7 years,1
657,1,Female,30,White,Mental health history,American,Bachelor Degree,Closely related,Unpersonalized,Above average,0-2 years,0
658,1,Male,40,Black,Mental health history,American,Bachelor Degree,Unrelated,Unpersonalized,Below average,3-7 years,0
659,1,Non-binary,55,Hispanic,Physical disability,American,Bachelor Degree,Somewhat related,Personalized,Average,3-7 years,1
660,1,Female,30,Hispanic,None stated,Indian,Master Degree,Unrelated,Unpersonalized,Average,3-7 years,0
661,1,Female,40,Black,Physical disability,American,Bachelor Degree,Unrelated,Personalized,Above average,0-2 years,0
662,1,Female,40,Hispanic,Physical disability,American,Associate Degree,Somewhat related,Unpersonalized,Average,3-7 years,0
663,1,Female,50,Black,Mental health history,German,Associate Degree,Closely related,Unpersonalized,Below average,0-2 years,0
664,1,Male,45,Hispanic,Mental health history,Indian,Bachelor Degree,Closely related,Unpersonalized,Average,0-2 years,0
665,1,Non-binary,35,Asian,Physical disability,Canadian,Master Degree,Closely related,Unpersonalized,Below average,3-7 years,0
666,1,Non-binary,30,Hispanic,Physical disability,Mexican,Bachelor Degree,Somewhat related,Personalized,Above average,0-2 years,1
667,1,Male,40,Hispanic,Mental health history,American,Master Degree,Closely related,Personalized,Average,10+ years,1
668,1,Male,50,Hispanic,Mental health history,American,Associate Degree,Unrelated,Personalized,Average,0-2 years,0
669,1,Non-binary,55,White,Mental health history,American,Associate Degree,Unrelated,Personalized,Average,3-7 years,0
670,1,Female,40,White,None stated,German,Master Degree,Closely related,Personalized,Average,10+ years,1
671,1,Female,40,White,None stated,Canadian,Master Degree,Unrelated,Personalized,Below average,3-7 years,0
672,1,Non-binary,40,Hispanic,Physical disability,Mexican,Associate Degree,Unrelated,Unpersonalized,Below average,0-2 years,0
673,1,Male,55,Hispanic,Physical disability,Canadian,Associate Degree,Unrelated,Unpersonalized,Below average,3-7 years,0
674,1,Non-binary,50,White,Mental health history,Canadian,Associate Degree,Unrelated,Personalized,Below average,0-2 years,0
675,1,Female,40,Hispanic,Physical disability,Indian,Associate Degree,Unrelated,Unpersonalized,Below average,3-7 years,0
676,1,Male,35,Black,None stated,American,Bachelor Degree,Closely related,Unpersonalized,Above average,3-7 years,1
677,1,Non-binary,50,Black,Physical disability,Indian,Bachelor Degree,Closely related,Unpersonalized,Below average,3-7 years,0
678,1,Non-binary,40,Hispanic,Mental health history,American,Associate Degree,Unrelated,Unpersonalized,Below average,3-7 years,0
679,1,Female,35,Black,Mental health history,American,Master Degree,Unrelated,Personalized,Above average,3-7 years,1
680,1,Male,55,White,Physical disability,Indian,Master Degree,Unrelated,Unpersonalized,Above average,0-2 years,0
681,1,Non-binary,50,White,None stated,German,Associate Degree,Somewhat related,Personalized,Average,3-7 years,1
682,1,Female,30,Asian,None stated,German,Associate Degree,Unrelated,Personalized,Below average,0-2 years,0
683,1,Male,45,Hispanic,Physical disability,American,Bachelor Degree,Somewhat related,Personalized,Above average,10+ years,1
684,1,Non-binary,45,White,Physical disability,American,Bachelor Degree,Unrelated,Personalized,Average,10+ years,1
685,1,Non-binary,45,Asian,None stated,Mexican,Bachelor Degree,Somewhat related,Personalized,Average,0-2 years,0
686,1,Female,55,Black,Mental health history,Mexican,Bachelor Degree,Unrelated,Unpersonalized,Above average,3-7 years,0
687,1,Male,35,Asian,None stated,Indian,Master Degree,Closely related,Unpersonalized,Average,3-7 years,1
688,1,Female,45,Asian,Mental health history,Mexican,Master Degree,Closely related,Unpersonalized,Average,0-2 years,0
689,1,Non-binary,35,Hispanic,Mental health history,Mexican,Associate Degree,Closely related,Personalized,Above average,10+ years,1
690,1,Non-binary,50,Asian,Mental health history,German,Bachelor Degree,Somewhat related,Personalized,Above average,10+ years,1
691,1,Male,50,Asian,Physical disability,Canadian,Associate Degree,Closely related,Unpersonalized,Below average,10+ years,0
692,1,Male,40,Asian,Physical disability,American,Associate Degree,Unrelated,Unpersonalized,Above average,0-2 years,0
693,1,Female,30,Asian,Physical disability,American,Bachelor Degree,Somewhat related,Unpersonalized,Below average,3-7 years,0
694,1,Male,35,White,Mental health history,Indian,Associate Degree,Closely related,Unpersonalized,Above average,0-2 years,0
695,1,Male,55,White,Mental health history,German,Bachelor Degree,Closely related,Personalized,Average,3-7 years,1
696,1,Non-binary,30,Black,Mental health history,Indian,Associate Degree,Closely related,Personalized,Below average,0-2 years,0
697,1,Male,55,Asian,Mental health history,German,Associate Degree,Closely related,Personalized,Below average,0-2 years,0
698,1,Female,40,White,Physical disability,Indian,Master Degree,Unrelated,Personalized,Above average,3-7 years,1
699,1,Non-binary,55,Asian,Physical disability,German,Bachelor Degree,Unrelated,Personalized,Above average,0-2 years,0
700,1,Female,40,Black,Mental health history,Canadian,Master Degree,Closely related,Personalized,Average,3-7 years,1
701,1,Non-binary,30,Hispanic,None stated,Mexican,Associate Degree,Somewhat related,Unpersonalized,Above average,3-7 years,1
702,1,Male,55,Black,Physical disability,Canadian,Master Degree,Unrelated,Personalized,Average,10+ years,1
703,1,Non-binary,55,Hispanic,None stated,American,Associate Degree,Unrelated,Unpersonalized,Below average,10+ years,0
704,1,Non-binary,40,Black,None stated,German,Master Degree,Closely related,Unpersonalized,Above average,0-2 years,0
705,1,Male,50,White,None stated,Canadian,Master Degree,Somewhat related,Personalized,Average,10+ years,1
706,1,Non-binary,40,Hispanic,Mental health history,German,Master Degree,Somewhat related,Unpersonalized,Average,3-7 years,0
707,1,Non-binary,55,Asian,Physical disability,American,Bachelor Degree,Somewhat related,Unpersonalized,Above average,0-2 years,0
708,1,Male,30,Asian,None stated,American,Master Degree,Closely related,Personalized,Above average,3-7 years,1
709,1,Male,45,White,Mental health history,Mexican,Master Degree,Unrelated,Personalized,Below average,10+ years,0
710,1,Non-binary,30,White,Physical disability,American,Bachelor Degree,Unrelated,Personalized,Average,10+ years,1
711,1,Non-binary,40,Black,None stated,Indian,Master Degree,Closely related,Unpersonalized,Above average,10+ years,1
712,1,Female,40,Black,Mental health history,Indian,Master Degree,Closely related,Personalized,Average,3-7 years,1
713,1,Female,55,Black,None stated,German,Bachelor Degree,Somewhat related,Personalized,Above average,10+ years,1
714,1,Male,50,Hispanic,Mental health history,Canadian,Associate Degree,Somewhat related,Personalized,Above average,10+ years,1
715,1,Non-binary,30,Black,None stated,Mexican,Associate Degree,Unrelated,Unpersonalized,Above average,10+ years,0
716,1,Female,30,Asian,Mental health history,Mexican,Associate Degree,Somewhat related,Personalized,Below average,10+ years,1
717,1,Female,40,White,Physical disability,American,Bachelor Degree,Closely related,Personalized,Below average,0-2 years,0
718,1,Male,50,Hispanic,Mental health history,Indian,Bachelor Degree,Closely related,Personalized,Below average,10+ years,1
719,1,Male,55,Asian,Physical disability,German,Associate Degree,Somewhat related,Unpersonalized,Above average,0-2 years,0
720,1,Non-binary,40,Asian,Mental health history,German,Associate Degree,Unrelated,Unpersonalized,Below average,0-2 years,0
721,1,Male,35,White,None stated,Canadian,Bachelor Degree,Unrelated,Unpersonalized,Average,10+ years,1
722,1,Male,30,Black,Mental health history,American,Bachelor Degree,Unrelated,Unpersonalized,Above average,3-7 years,0
723,1,Male,40,Asian,None stated,Indian,Master Degree,Unrelated,Personalized,Average,0-2 years,0
724,1,Male,55,White,Physical disability,Canadian,Associate Degree,Closely related,Unpersonalized,Above average,0-2 years,0
725,1,Female,55,Asian,Mental health history,Canadian,Associate Degree,Unrelated,Personalized,Above average,3-7 years,0
726,1,Male,40,Asian,Physical disability,German,Master Degree,Closely related,Personalized,Average,3-7 years,1
727,1,Male,45,White,Physical disability,Canadian,Associate Degree,Closely related,Unpersonalized,Average,0-2 years,0
728,1,Non-binary,45,Asian,Mental health history,American,Associate Degree,Unrelated,Unpersonalized,Below average,3-7 years,0
729,1,Female,35,Black,Physical disability,German,Associate Degree,Unrelated,Personalized,Average,0-2 years,0
730,1,Male,45,Black,Physical disability,Canadian,Master Degree,Unrelated,Unpersonalized,Above average,10+ years,1
731,1,Female,30,White,None stated,German,Master Degree,Closely related,Personalized,Above average,10+ years,1
732,1,Male,55,Asian,Physical disability,Mexican,Master Degree,Somewhat related,Unpersonalized,Above average,0-2 years,0
733,1,Male,30,Asian,Mental health history,German,Master Degree,Unrelated,Unpersonalized,Below average,0-2 years,0
734,1,Male,45,Asian,Physical disability,Indian,Bachelor Degree,Closely related,Personalized,Below average,3-7 years,0
735,1,Female,55,Asian,Mental health history,German,Master Degree,Somewhat related,Personalized,Below average,0-2 years,0
736,1,Non-binary,55,White,None stated,German,Bachelor Degree,Somewhat related,Personalized,Above average,10+ years,1
737,1,Non-binary,55,Hispanic,Mental health history,Canadian,Master Degree,Somewhat related,Unpersonalized,Above average,0-2 years,1
738,1,Male,50,Black,Mental health history,Mexican,Bachelor Degree,Unrelated,Unpersonalized,Average,10+ years,0
739,1,Female,40,White,Mental health history,Canadian,Master Degree,Closely related,Personalized,Above average,3-7 years,1
740,1,Non-binary,30,White,None stated,Indian,Master Degree,Closely related,Unpersonalized,Above average,0-2 years,1
741,1,Non-binary,50,Hispanic,Physical disability,Mexican,Bachelor Degree,Unrelated,Unpersonalized,Average,3-7 years,0
742,1,Female,35,White,Mental health history,Indian,Master Degree,Somewhat related,Unpersonalized,Below average,3-7 years,0
743,1,Male,40,Asian,Mental health history,Canadian,Bachelor Degree,Closely related,Personalized,Below average,3-7 years,0
744,1,Male,40,Black,Physical disability,Indian,Master Degree,Somewhat related,Personalized,Average,3-7 years,1
745,1,Female,45,Hispanic,Physical disability,American,Bachelor Degree,Closely related,Unpersonalized,Below average,3-7 years,0
746,1,Non-binary,50,Hispanic,Mental health history,Canadian,Bachelor Degree,Somewhat related,Personalized,Above average,0-2 years,1
747,1,Male,45,Hispanic,Mental health history,Mexican,Associate Degree,Unrelated,Personalized,Above average,10+ years,1
748,1,Male,55,White,Mental health history,Mexican,Associate Degree,Closely related,Unpersonalized,Above average,10+ years,1
749,1,Non-binary,55,Black,None stated,Canadian,Associate Degree,Closely related,Personalized,Above average,0-2 years,0
750,1,Male,30,Asian,Mental health history,American,Master Degree,Unrelated,Personalized,Average,0-2 years,0
751,1,Male,55,Hispanic,None stated,Mexican,Bachelor Degree,Closely related,Unpersonalized,Above average,0-2 years,1
752,1,Male,55,White,Physical disability,German,Associate Degree,Somewhat related,Personalized,Below average,3-7 years,0
753,1,Non-binary,50,White,None stated,German,Associate Degree,Closely related,Personalized,Below average,0-2 years,0
754,1,Non-binary,45,Hispanic,Physical disability,Mexican,Bachelor Degree,Closely related,Unpersonalized,Below average,3-7 years,1
755,1,Male,40,Asian,Physical disability,Indian,Associate Degree,Somewhat related,Unpersonalized,Average,0-2 years,0
756,1,Non-binary,55,Hispanic,Mental health history,Indian,Associate Degree,Unrelated,Unpersonalized,Below average,3-7 years,0
757,1,Female,50,Black,Physical disability,Mexican,Master Degree,Somewhat related,Unpersonalized,Below average,3-7 years,0
758,1,Non-binary,40,White,Mental health history,Canadian,Associate Degree,Somewhat related,Personalized,Below average,3-7 years,0
759,1,Male,55,Hispanic,None stated,Mexican,Master Degree,Closely related,Personalized,Below average,3-7 years,1
760,1,Male,35,White,Mental health history,Canadian,Master Degree,Unrelated,Personalized,Below average,0-2 years,0
761,1,Female,40,Black,Mental health history,Canadian,Bachelor Degree,Closely related,Unpersonalized,Average,3-7 years,1
762,1,Male,35,Hispanic,Physical disability,Canadian,Bachelor Degree,Closely related,Unpersonalized,Below average,3-7 years,0
763,1,Female,55,Black,Mental health history,Canadian,Associate Degree,Somewhat related,Personalized,Average,3-7 years,0
764,1,Female,30,Black,None stated,German,Bachelor Degree,Closely related,Personalized,Average,0-2 years,0
765,1,Female,55,Black,Physical disability,Indian,Master Degree,Unrelated,Personalized,Below average,10+ years,0
766,1,Male,40,White,Physical disability,German,Bachelor Degree,Closely related,Unpersonalized,Average,3-7 years,0
767,1,Female,55,Asian,Physical disability,Canadian,Bachelor Degree,Unrelated,Unpersonalized,Average,3-7 years,0
768,1,Male,35,Asian,Mental health history,Indian,Master Degree,Closely related,Personalized,Below average,10+ years,1
769,1,Female,30,Black,None stated,German,Bachelor Degree,Unrelated,Unpersonalized,Below average,3-7 years,0
770,1,Female,55,White,Mental health history,German,Master Degree,Unrelated,Personalized,Average,0-2 years,0
771,1,Non-binary,50,White,Physical disability,Mexican,Associate Degree,Closely related,Personalized,Below average,10+ years,1
772,1,Male,30,Black,None stated,Mexican,Bachelor Degree,Somewhat related,Personalized,Average,0-2 years,0
773,1,Male,40,White,None stated,Mexican,Bachelor Degree,Closely related,Unpersonalized,Average,10+ years,1
774,1,Non-binary,40,Black,Physical disability,Mexican,Master Degree,Unrelated,Unpersonalized,Above average,0-2 years,0
775,1,Male,30,Black,None stated,German,Master Degree,Unrelated,Unpersonalized,Average,10+ years,0
776,1,Female,45,Hispanic,Physical disability,Indian,Associate Degree,Closely related,Personalized,Below average,0-2 years,0
777,1,Male,45,White,Mental health history,Canadian,Associate Degree,Unrelated,Personalized,Below average,3-7 years,0
778,1,Male,40,Black,None stated,Mexican,Associate Degree,Somewhat related,Personalized,Average,0-2 years,0
779,1,Male,50,Black,None stated,Mexican,Bachelor Degree,Somewhat related,Unpersonalized,Above average,3-7 years,1
780,1,Non-binary,55,Asian,Mental health history,American,Master Degree,Closely related,Unpersonalized,Above average,0-2 years,1
781,1,Female,50,White,None stated,American,Bachelor Degree,Somewhat related,Unpersonalized,Above average,3-7 years,1
782,1,Female,50,Black,Physical disability,German,Associate Degree,Closely related,Unpersonalized,Above average,0-2 years,0
783,1,Female,55,Hispanic,Mental health history,Indian,Master Degree,Somewhat related,Personalized,Below average,0-2 years,0
784,1,Female,50,Hispanic,Physical disability,German,Bachelor Degree,Somewhat related,Unpersonalized,Average,0-2 years,0
785,1,Male,55,White,Mental health history,American,Bachelor Degree,Closely related,Personalized,Average,10+ years,1
786,1,Non-binary,50,Asian,Physical disability,Indian,Bachelor Degree,Closely related,Personalized,Above average,0-2 years,1
787,1,Female,30,White,Physical disability,Canadian,Master Degree,Unrelated,Unpersonalized,Average,10+ years,0
788,1,Male,50,Hispanic,Physical disability,American,Master Degree,Somewhat related,Personalized,Above average,3-7 years,1
789,1,Non-binary,30,Hispanic,Physical disability,Canadian,Master Degree,Somewhat related,Personalized,Average,10+ years,1
790,1,Female,30,Hispanic,Mental health history,Mexican,Associate Degree,Unrelated,Unpersonalized,Average,10+ years,0
791,1,Male,35,White,None stated,American,Master Degree,Unrelated,Personalized,Average,0-2 years,0
792,1,Male,55,Black,Mental health history,Mexican,Associate Degree,Unrelated,Unpersonalized,Below average,0-2 years,0
793,1,Female,45,Hispanic,Physical disability,American,Bachelor Degree,Unrelated,Unpersonalized,Above average,0-2 years,0
794,1,Male,55,Asian,Physical disability,German,Bachelor Degree,Somewhat related,Personalized,Above average,0-2 years,0
795,1,Non-binary,45,Black,Physical disability,German,Master Degree,Unrelated,Unpersonalized,Average,0-2 years,0
796,1,Non-binary,40,Asian,Mental health history,Canadian,Bachelor Degree,Somewhat related,Personalized,Average,3-7 years,1
797,1,Male,55,Asian,Physical disability,American,Associate Degree,Unrelated,Personalized,Above average,0-2 years,0
798,1,Male,40,Hispanic,Physical disability,Indian,Master Degree,Unrelated,Unpersonalized,Above average,10+ years,1
799,1,Non-binary,55,White,Physical disability,Mexican,Bachelor Degree,Closely related,Unpersonalized,Average,3-7 years,0
800,1,Male,40,Asian,None stated,Mexican,Associate Degree,Somewhat related,Unpersonalized,Above average,10+ years,0
801,1,Male,55,Asian,Mental health history,Indian,Master Degree,Somewhat related,Personalized,Average,0-2 years,1
802,1,Female,30,Hispanic,Physical disability,Canadian,Associate Degree,Somewhat related,Unpersonalized,Average,10+ years,0
803,1,Non-binary,50,Hispanic,Physical disability,American,Master Degree,Somewhat related,Personalized,Above average,10+ years,1
804,1,Male,55,Hispanic,None stated,American,Master Degree,Somewhat related,Unpersonalized,Above average,3-7 years,1
805,1,Male,30,White,Mental health history,Mexican,Associate Degree,Somewhat related,Unpersonalized,Above average,10+ years,0
806,1,Non-binary,50,White,None stated,Indian,Master Degree,Closely related,Unpersonalized,Average,10+ years,1
807,1,Male,55,Black,Physical disability,Canadian,Bachelor Degree,Closely related,Unpersonalized,Average,10+ years,1
808,1,Female,35,Asian,None stated,German,Bachelor Degree,Somewhat related,Unpersonalized,Below average,10+ years,0
809,1,Male,35,Black,Mental health history,Indian,Bachelor Degree,Closely related,Personalized,Below average,0-2 years,0
810,1,Female,30,Hispanic,Physical disability,Mexican,Bachelor Degree,Somewhat related,Unpersonalized,Above average,3-7 years,1
811,1,Female,30,Black,None stated,Canadian,Bachelor Degree,Somewhat related,Unpersonalized,Average,0-2 years,0
812,1,Male,55,Asian,None stated,Mexican,Master Degree,Unrelated,Unpersonalized,Average,3-7 years,0
813,1,Female,55,White,None stated,Canadian,Bachelor Degree,Unrelated,Personalized,Above average,10+ years,1
814,1,Male,55,Black,Physical disability,German,Master Degree,Closely related,Unpersonalized,Above average,10+ years,1
815,1,Non-binary,35,Hispanic,Physical disability,German,Master Degree,Closely related,Personalized,Average,3-7 years,1
816,1,Male,40,Black,Physical disability,American,Associate Degree,Unrelated,Unpersonalized,Average,3-7 years,0
817,1,Female,55,Hispanic,Physical disability,Indian,Bachelor Degree,Unrelated,Personalized,Average,3-7 years,0
818,1,Non-binary,30,Asian,None stated,German,Associate Degree,Unrelated,Unpersonalized,Average,3-7 years,0
819,1,Non-binary,35,Black,Mental health history,American,Associate Degree,Unrelated,Unpersonalized,Above average,10+ years,0
820,1,Male,50,White,Mental health history,Mexican,Bachelor Degree,Somewhat related,Personalized,Average,3-7 years,1
821,1,Male,35,Hispanic,Physical disability,American,Master Degree,Somewhat related,Unpersonalized,Above average,0-2 years,0
822,1,Non-binary,45,Black,None stated,Indian,Associate Degree,Closely related,Unpersonalized,Above average,3-7 years,1
823,1,Non-binary,30,Hispanic,Mental health history,German,Associate Degree,Unrelated,Personalized,Above average,0-2 years,0
824,1,Female,30,White,Physical disability,German,Associate Degree,Closely related,Personalized,Average,0-2 years,0
825,1,Male,50,White,Physical disability,Indian,Associate Degree,Somewhat related,Personalized,Average,0-2 years,0
826,1,Female,35,Asian,None stated,Canadian,Associate Degree,Closely related,Personalized,Above average,3-7 years,1
827,1,Male,30,Asian,Physical disability,Indian,Bachelor Degree,Closely related,Personalized,Below average,3-7 years,1
828,1,Non-binary,45,Hispanic,Mental health history,Indian,Bachelor Degree,Closely related,Unpersonalized,Below average,3-7 years,0
829,1,Male,45,Black,Mental health history,Indian,Associate Degree,Closely related,Personalized,Below average,10+ years,1
830,1,Female,50,White,Mental health history,Indian,Associate Degree,Somewhat related,Unpersonalized,Below average,10+ years,0
831,1,Non-binary,50,Asian,None stated,Mexican,Associate Degree,Closely related,Personalized,Above average,3-7 years,1
832,1,Female,35,Asian,None stated,Mexican,Associate Degree,Unrelated,Personalized,Above average,3-7 years,1
833,1,Male,55,Asian,Physical disability,German,Master Degree,Somewhat related,Personalized,Below average,0-2 years,0
834,1,Female,45,White,Mental health history,German,Associate Degree,Unrelated,Personalized,Below average,0-2 years,0
835,1,Male,30,Asian,Physical disability,Canadian,Bachelor Degree,Closely related,Personalized,Above average,10+ years,1
836,1,Male,40,Hispanic,Physical disability,Mexican,Master Degree,Closely related,Unpersonalized,Below average,0-2 years,0
837,1,Male,30,Asian,Physical disability,German,Associate Degree,Somewhat related,Personalized,Above average,10+ years,1
838,1,Non-binary,30,White,None stated,Indian,Master Degree,Somewhat related,Unpersonalized,Average,3-7 years,1
839,1,Male,45,Black,Mental health history,Indian,Bachelor Degree,Somewhat related,Personalized,Below average,3-7 years,0
840,1,Male,35,Asian,None stated,Canadian,Master Degree,Unrelated,Personalized,Below average,10+ years,1
841,1,Male,35,White,Mental health history,Mexican,Associate Degree,Closely related,Unpersonalized,Average,0-2 years,0
842,1,Non-binary,55,Black,Physical disability,Indian,Bachelor Degree,Closely related,Personalized,Average,0-2 years,0
843,1,Non-binary,30,Asian,Mental health history,Canadian,Associate Degree,Somewhat related,Unpersonalized,Below average,10+ years,0
844,1,Non-binary,35,Hispanic,None stated,Indian,Associate Degree,Somewhat related,Personalized,Below average,3-7 years,0
845,1,Non-binary,55,Asian,None stated,Mexican,Bachelor Degree,Somewhat related,Unpersonalized,Average,3-7 years,0
846,1,Male,45,Asian,Physical disability,American,Associate Degree,Unrelated,Personalized,Average,3-7 years,0
847,1,Non-binary,30,White,Physical disability,Indian,Master Degree,Unrelated,Unpersonalized,Above average,10+ years,0
848,1,Female,30,Hispanic,Mental health history,Canadian,Master Degree,Closely related,Unpersonalized,Below average,3-7 years,1
849,1,Non-binary,30,Asian,Physical disability,Canadian,Bachelor Degree,Unrelated,Unpersonalized,Average,3-7 years,0
850,1,Female,30,White,None stated,German,Master Degree,Somewhat related,Personalized,Above average,3-7 years,1
851,1,Male,45,Black,None stated,Indian,Master Degree,Closely related,Personalized,Average,10+ years,1
852,1,Female,45,Hispanic,Physical disability,Indian,Bachelor Degree,Closely related,Personalized,Below average,10+ years,1
853,1,Male,35,White,None stated,Mexican,Bachelor Degree,Unrelated,Personalized,Average,0-2 years,0
854,1,Non-binary,55,White,Mental health history,Mexican,Bachelor Degree,Somewhat related,Personalized,Below average,10+ years,1
855,1,Female,50,Asian,Physical disability,German,Associate Degree,Closely related,Personalized,Below average,3-7 years,0
856,1,Female,45,White,Mental health history,American,Master Degree,Unrelated,Personalized,Below average,3-7 years,0
857,1,Non-binary,45,Hispanic,Physical disability,Indian,Master Degree,Unrelated,Personalized,Above average,0-2 years,1
858,1,Non-binary,40,Asian,Mental health history,Mexican,Bachelor Degree,Unrelated,Unpersonalized,Average,3-7 years,0
859,1,Male,50,Asian,None stated,American,Master Degree,Somewhat related,Unpersonalized,Average,3-7 years,1
860,1,Female,55,Hispanic,Mental health history,German,Associate Degree,Somewhat related,Personalized,Above average,3-7 years,1
861,1,Female,50,White,Mental health history,Indian,Bachelor Degree,Closely related,Unpersonalized,Average,10+ years,1
862,1,Male,55,Black,Physical disability,Canadian,Bachelor Degree,Unrelated,Personalized,Below average,0-2 years,0
863,1,Female,40,Black,Mental health history,American,Associate Degree,Unrelated,Personalized,Average,10+ years,0
864,1,Male,30,Black,Mental health history,Canadian,Associate Degree,Unrelated,Personalized,Below average,3-7 years,0
865,1,Male,30,Asian,Physical disability,Mexican,Master Degree,Somewhat related,Personalized,Above average,3-7 years,1
866,1,Male,45,Hispanic,Mental health history,American,Associate Degree,Unrelated,Unpersonalized,Below average,0-2 years,0
867,1,Female,45,Hispanic,Physical disability,Mexican,Master Degree,Somewhat related,Unpersonalized,Average,3-7 years,1
868,1,Female,55,Hispanic,None stated,Mexican,Bachelor Degree,Closely related,Unpersonalized,Above average,10+ years,1
869,1,Non-binary,35,Asian,None stated,Indian,Master Degree,Closely related,Unpersonalized,Below average,0-2 years,0
870,1,Female,40,Hispanic,Physical disability,Indian,Bachelor Degree,Closely related,Personalized,Above average,10+ years,1
871,1,Male,55,Asian,None stated,American,Master Degree,Somewhat related,Personalized,Below average,3-7 years,1
872,1,Non-binary,55,Black,Mental health history,German,Bachelor Degree,Somewhat related,Personalized,Average,10+ years,1
873,1,Non-binary,55,White,Physical disability,Indian,Master Degree,Closely related,Personalized,Below average,3-7 years,1
874,1,Non-binary,30,Black,None stated,Indian,Associate Degree,Unrelated,Personalized,Average,3-7 years,0
875,1,Male,50,Asian,Physical disability,Canadian,Bachelor Degree,Unrelated,Personalized,Above average,3-7 years,1
876,1,Female,45,White,Mental health history,German,Master Degree,Closely related,Personalized,Above average,3-7 years,1
877,1,Non-binary,30,Black,None stated,American,Bachelor Degree,Unrelated,Personalized,Below average,0-2 years,0
878,1,Male,50,White,None stated,Mexican,Master Degree,Somewhat related,Personalized,Above average,3-7 years,1
879,1,Non-binary,40,Asian,None stated,Indian,Master Degree,Unrelated,Unpersonalized,Average,10+ years,1
880,1,Non-binary,30,Asian,Physical disability,Indian,Associate Degree,Somewhat related,Unpersonalized,Average,3-7 years,1
881,1,Female,45,Asian,None stated,Mexican,Associate Degree,Unrelated,Personalized,Average,0-2 years,0
882,1,Female,55,White,None stated,Canadian,Master Degree,Unrelated,Personalized,Below average,10+ years,0
883,1,Female,55,Black,Mental health history,Indian,Master Degree,Somewhat related,Unpersonalized,Above average,10+ years,1
884,1,Male,30,Black,Physical disability,American,Master Degree,Somewhat related,Personalized,Average,0-2 years,0
885,1,Non-binary,35,Black,None stated,Indian,Bachelor Degree,Closely related,Personalized,Below average,3-7 years,1
886,1,Female,50,Black,Mental health history,Canadian,Bachelor Degree,Closely related,Personalized,Average,0-2 years,1
887,1,Female,45,White,None stated,Mexican,Bachelor Degree,Unrelated,Personalized,Below average,10+ years,0
888,1,Non-binary,45,Hispanic,None stated,Indian,Associate Degree,Unrelated,Personalized,Average,3-7 years,0
889,1,Non-binary,40,Asian,None stated,Canadian,Associate Degree,Somewhat related,Personalized,Below average,10+ years,1
890,1,Male,30,Hispanic,Mental health history,Canadian,Bachelor Degree,Somewhat related,Personalized,Below average,0-2 years,0
891,1,Non-binary,30,Hispanic,Mental health history,American,Bachelor Degree,Unrelated,Personalized,Average,0-2 years,0
892,1,Female,35,White,Mental health history,Mexican,Associate Degree,Closely related,Unpersonalized,Above average,10+ years,1
893,1,Male,45,Hispanic,Physical disability,German,Bachelor Degree,Somewhat related,Unpersonalized,Below average,0-2 years,0
894,1,Non-binary,50,Black,Mental health history,Mexican,Associate Degree,Unrelated,Unpersonalized,Below average,0-2 years,0
895,1,Female,45,Asian,Mental health history,German,Associate Degree,Somewhat related,Personalized,Below average,10+ years,0
896,1,Male,45,Asian,Mental health history,Mexican,Associate Degree,Unrelated,Unpersonalized,Below average,3-7 years,0
897,1,Female,30,White,Mental health history,American,Associate Degree,Somewhat related,Unpersonalized,Below average,3-7 years,0
898,1,Non-binary,50,Hispanic,Mental health history,Indian,Associate Degree,Unrelated,Unpersonalized,Above average,10+ years,0
899,1,Male,30,White,Mental health history,German,Associate Degree,Somewhat related,Personalized,Above average,10+ years,1
900,1,Non-binary,55,Hispanic,None stated,German,Bachelor Degree,Closely related,Unpersonalized,Below average,0-2 years,0
901,1,Non-binary,35,Asian,Mental health history,Canadian,Associate Degree,Somewhat related,Personalized,Above average,10+ years,1
