"observation_id","scenario","profile","gender","age","race","education","field_of_study","cover_letter","grades","experience","religion","chosen"
4119,"choose","B","Male",60,"Hispanic","Bachelor Degree","Unrelated","Personalized","Below average","yes","Jewish",1
4120,"choose","B","Female",40,"Asian","Master Degree","Closely related","Unpersonalized","Above average","yes","Jewish",1
4121,"choose","B","Male",40,"Hispanic","Master Degree","Closely related","Personalized","Above average","yes","Jewish",1
4122,"choose","B","Female",40,"Asian","Master Degree","Closely related","Unpersonalized","Below average","no","Jewish",1
4123,"choose","B","Female",20,"Asian","Associate Degree","Unrelated","Unpersonalized","Above average","no","Christian",0
4124,"choose","B","Female",60,"Black","Bachelor Degree","Somewhat related","Personalized","Below average","yes","Christian",1
4125,"choose","B","Female",20,"Hispanic","Bachelor Degree","Somewhat related","Unpersonalized","Below average","no","Hindu",0
4126,"choose","B","Male",40,"White","Associate Degree","Closely related","Unpersonalized","Above average","yes","Hindu",0
4127,"choose","B","Female",60,"Black","Associate Degree","Unrelated","Unpersonalized","Average","yes","Hindu",0
4128,"choose","B","Female",60,"White","Bachelor Degree","Somewhat related","Personalized","Above average","no","Hindu",0
4129,"choose","B","Female",30,"Asian","Associate Degree","Somewhat related","Unpersonalized","Above average","no","Hindu",0
4130,"choose","B","Female",20,"White","Associate Degree","Somewhat related","Unpersonalized","Below average","yes","Hindu",0
4131,"choose","B","Female",50,"White","Bachelor Degree","Somewhat related","Personalized","Average","yes","Hindu",1
4132,"choose","B","Female",50,"Asian","Bachelor Degree","Somewhat related","Personalized","Average","yes","Muslim",1
4133,"choose","B","Female",50,"White","Associate Degree","Unrelated","Unpersonalized","Average","no","Muslim",0
4134,"choose","B","Female",60,"Hispanic","Associate Degree","Somewhat related","Personalized","Average","no","Muslim",1
4135,"choose","B","Female",60,"Asian","Associate Degree","Somewhat related","Personalized","Average","yes","Hindu",0
4136,"choose","B","Female",30,"Asian","Bachelor Degree","Closely related","Unpersonalized","Below average","no","Christian",0
4137,"choose","B","Female",30,"Asian","Bachelor Degree","Closely related","Personalized","Below average","no","Jewish",1
4138,"choose","B","Male",60,"Hispanic","Associate Degree","Unrelated","Personalized","Above average","no","Jewish",0
4139,"choose","B","Male",50,"Black","Master Degree","Unrelated","Personalized","Average","no","Jewish",1
4140,"choose","B","Male",30,"Asian","Associate Degree","Closely related","Personalized","Below average","no","Christian",0
4141,"choose","B","Male",60,"White","Bachelor Degree","Closely related","Unpersonalized","Average","yes","Jewish",1
4142,"choose","B","Male",60,"Black","Master Degree","Closely related","Personalized","Average","yes","Hindu",1
4143,"choose","B","Female",50,"Black","Associate Degree","Closely related","Personalized","Above average","no","Hindu",1
4144,"choose","B","Male",50,"Hispanic","Associate Degree","Closely related","Personalized","Average","yes","Christian",1
4145,"choose","B","Male",50,"Hispanic","Associate Degree","Closely related","Unpersonalized","Average","yes","Christian",1
4146,"choose","B","Male",20,"Asian","Master Degree","Unrelated","Unpersonalized","Below average","no","Jewish",0
4147,"choose","B","Male",60,"White","Bachelor Degree","Closely related","Unpersonalized","Above average","yes","Jewish",1
4148,"choose","B","Male",30,"Hispanic","Master Degree","Somewhat related","Unpersonalized","Above average","yes","Jewish",1
4149,"choose","B","Female",30,"Asian","Bachelor Degree","Unrelated","Unpersonalized","Below average","no","Jewish",0
4150,"choose","B","Female",60,"Black","Bachelor Degree","Somewhat related","Personalized","Average","no","Jewish",0
4151,"choose","B","Female",50,"Hispanic","Associate Degree","Somewhat related","Personalized","Above average","no","Jewish",0
4152,"choose","B","Female",30,"Asian","Master Degree","Somewhat related","Personalized","Above average","no","Jewish",1
4153,"choose","B","Male",50,"Black","Associate Degree","Somewhat related","Unpersonalized","Below average","yes","Muslim",0
4154,"choose","B","Female",50,"Asian","Associate Degree","Unrelated","Personalized","Above average","no","Muslim",0
4155,"choose","B","Male",40,"Hispanic","Bachelor Degree","Somewhat related","Unpersonalized","Average","no","Muslim",1
4156,"choose","B","Female",50,"White","Associate Degree","Unrelated","Unpersonalized","Below average","yes","Jewish",1
4157,"choose","B","Male",60,"Asian","Bachelor Degree","Closely related","Unpersonalized","Below average","yes","Hindu",1
4158,"choose","B","Male",40,"Hispanic","Associate Degree","Unrelated","Personalized","Above average","yes","Jewish",1
4159,"choose","B","Female",30,"Hispanic","Associate Degree","Unrelated","Unpersonalized","Average","no","Hindu",0
4160,"choose","B","Male",40,"Black","Associate Degree","Somewhat related","Personalized","Below average","no","Jewish",0
4161,"choose","B","Female",40,"Hispanic","Bachelor Degree","Closely related","Unpersonalized","Below average","no","Christian",0
4162,"choose","B","Female",40,"Black","Bachelor Degree","Closely related","Personalized","Above average","yes","Jewish",1
4163,"choose","B","Male",40,"Hispanic","Bachelor Degree","Closely related","Personalized","Above average","yes","Muslim",1
4164,"choose","B","Female",30,"White","Master Degree","Somewhat related","Personalized","Below average","yes","Christian",0
4165,"choose","B","Female",50,"Hispanic","Associate Degree","Somewhat related","Personalized","Below average","no","Christian",1
4166,"choose","B","Female",30,"White","Bachelor Degree","Unrelated","Personalized","Average","yes","Jewish",1
4167,"choose","B","Female",20,"White","Master Degree","Closely related","Unpersonalized","Above average","yes","Muslim",1
4168,"choose","B","Female",40,"White","Associate Degree","Closely related","Unpersonalized","Below average","yes","Jewish",0
4169,"choose","B","Female",40,"Black","Bachelor Degree","Somewhat related","Personalized","Above average","no","Christian",1
4170,"choose","B","Male",30,"Black","Master Degree","Unrelated","Unpersonalized","Average","yes","Jewish",1
4171,"choose","B","Male",20,"Asian","Associate Degree","Unrelated","Personalized","Below average","yes","Jewish",0
4172,"choose","B","Male",30,"Hispanic","Master Degree","Unrelated","Personalized","Below average","no","Christian",1
4173,"choose","B","Male",40,"Asian","Associate Degree","Closely related","Personalized","Below average","no","Hindu",0
4174,"choose","B","Male",60,"Asian","Bachelor Degree","Unrelated","Personalized","Below average","yes","Jewish",1
4175,"choose","B","Female",30,"Black","Associate Degree","Closely related","Unpersonalized","Below average","no","Muslim",0
4176,"choose","B","Female",60,"Hispanic","Master Degree","Unrelated","Personalized","Average","yes","Hindu",0
4177,"choose","B","Female",50,"White","Master Degree","Somewhat related","Personalized","Below average","yes","Hindu",1
4178,"choose","B","Male",40,"White","Associate Degree","Unrelated","Personalized","Average","no","Christian",1
4179,"choose","B","Male",40,"Black","Associate Degree","Closely related","Unpersonalized","Average","no","Muslim",0
4180,"choose","B","Male",60,"Asian","Master Degree","Unrelated","Unpersonalized","Average","no","Christian",0
4181,"choose","B","Female",50,"Asian","Associate Degree","Closely related","Unpersonalized","Average","yes","Jewish",1
4182,"choose","B","Female",40,"White","Bachelor Degree","Unrelated","Unpersonalized","Average","no","Christian",0
4183,"choose","B","Female",20,"Asian","Bachelor Degree","Closely related","Unpersonalized","Above average","yes","Christian",1
4184,"choose","B","Female",40,"Black","Master Degree","Closely related","Unpersonalized","Below average","no","Christian",1
4185,"choose","B","Female",20,"Black","Bachelor Degree","Unrelated","Personalized","Above average","no","Hindu",1
4186,"choose","B","Female",60,"Black","Master Degree","Unrelated","Unpersonalized","Below average","yes","Muslim",1
4187,"choose","B","Male",30,"Black","Bachelor Degree","Closely related","Unpersonalized","Below average","no","Jewish",0
4188,"choose","B","Female",40,"Asian","Master Degree","Unrelated","Personalized","Average","yes","Jewish",1
4189,"choose","B","Female",30,"Black","Bachelor Degree","Somewhat related","Unpersonalized","Below average","no","Muslim",0
4190,"choose","B","Male",40,"Black","Associate Degree","Somewhat related","Personalized","Average","yes","Muslim",1
4191,"choose","B","Male",60,"Black","Associate Degree","Closely related","Unpersonalized","Below average","yes","Jewish",1
4192,"choose","B","Male",60,"Asian","Bachelor Degree","Somewhat related","Unpersonalized","Above average","no","Hindu",0
4193,"choose","B","Female",40,"White","Bachelor Degree","Somewhat related","Unpersonalized","Average","yes","Jewish",1
4194,"choose","B","Male",30,"Black","Bachelor Degree","Closely related","Personalized","Below average","yes","Muslim",1
4195,"choose","B","Female",40,"Black","Bachelor Degree","Somewhat related","Personalized","Average","no","Jewish",0
4196,"choose","B","Female",40,"Hispanic","Bachelor Degree","Somewhat related","Personalized","Average","no","Jewish",1
4197,"choose","B","Female",60,"Asian","Associate Degree","Unrelated","Personalized","Average","no","Hindu",0
4198,"choose","B","Male",20,"Black","Master Degree","Closely related","Personalized","Below average","no","Hindu",1
4199,"choose","B","Female",50,"Black","Bachelor Degree","Somewhat related","Unpersonalized","Above average","yes","Hindu",1
4200,"choose","B","Female",30,"Black","Master Degree","Closely related","Personalized","Average","no","Hindu",1
4201,"choose","B","Male",40,"Black","Bachelor Degree","Somewhat related","Personalized","Below average","no","Christian",0
4202,"choose","B","Female",40,"Asian","Bachelor Degree","Somewhat related","Personalized","Average","yes","Muslim",1
4203,"choose","B","Male",50,"White","Bachelor Degree","Somewhat related","Personalized","Above average","yes","Hindu",0
4204,"choose","B","Male",20,"White","Associate Degree","Unrelated","Personalized","Average","no","Muslim",0
4205,"choose","B","Male",20,"Asian","Bachelor Degree","Closely related","Personalized","Above average","no","Jewish",1
4206,"choose","B","Male",30,"White","Associate Degree","Somewhat related","Personalized","Above average","no","Christian",0
4207,"choose","B","Male",50,"Asian","Bachelor Degree","Unrelated","Personalized","Above average","no","Christian",0
4208,"choose","B","Male",60,"Asian","Bachelor Degree","Unrelated","Personalized","Above average","yes","Jewish",1
4209,"choose","B","Female",30,"Hispanic","Bachelor Degree","Closely related","Unpersonalized","Below average","no","Jewish",1
4210,"choose","B","Male",30,"White","Associate Degree","Closely related","Personalized","Above average","no","Jewish",0
4211,"choose","B","Male",40,"Asian","Master Degree","Closely related","Unpersonalized","Below average","yes","Muslim",1
4212,"choose","B","Male",20,"White","Associate Degree","Closely related","Personalized","Above average","yes","Christian",1
4213,"choose","B","Female",20,"White","Associate Degree","Unrelated","Unpersonalized","Above average","no","Muslim",0
4214,"choose","B","Female",50,"Asian","Associate Degree","Somewhat related","Personalized","Below average","no","Christian",0
4215,"choose","B","Male",20,"Black","Master Degree","Closely related","Unpersonalized","Below average","yes","Hindu",0
4216,"choose","B","Male",20,"Hispanic","Bachelor Degree","Somewhat related","Unpersonalized","Average","no","Muslim",1
4217,"choose","B","Male",60,"Hispanic","Bachelor Degree","Unrelated","Unpersonalized","Below average","no","Christian",0
4218,"choose","B","Male",60,"Black","Bachelor Degree","Unrelated","Unpersonalized","Average","yes","Hindu",0
4219,"choose","B","Female",20,"Black","Bachelor Degree","Somewhat related","Unpersonalized","Below average","yes","Muslim",0
4220,"choose","B","Female",50,"Hispanic","Associate Degree","Closely related","Unpersonalized","Above average","yes","Christian",0
4221,"choose","B","Female",30,"Hispanic","Bachelor Degree","Somewhat related","Personalized","Average","yes","Muslim",1
4222,"choose","B","Female",40,"Hispanic","Associate Degree","Unrelated","Unpersonalized","Above average","yes","Hindu",0
4223,"choose","B","Male",20,"Black","Associate Degree","Unrelated","Unpersonalized","Above average","yes","Hindu",0
4224,"choose","B","Male",40,"White","Associate Degree","Somewhat related","Unpersonalized","Average","no","Hindu",0
4225,"choose","B","Female",60,"Black","Associate Degree","Closely related","Personalized","Below average","yes","Christian",1
4226,"choose","B","Male",40,"Hispanic","Associate Degree","Somewhat related","Personalized","Below average","no","Christian",0
4227,"choose","B","Female",40,"Asian","Associate Degree","Closely related","Personalized","Below average","yes","Jewish",1
4228,"choose","B","Male",30,"White","Associate Degree","Somewhat related","Personalized","Below average","no","Hindu",0
4229,"choose","B","Female",50,"Black","Master Degree","Unrelated","Personalized","Above average","no","Hindu",0
4230,"choose","B","Male",40,"Black","Bachelor Degree","Unrelated","Personalized","Below average","no","Muslim",0
4231,"choose","B","Male",50,"Asian","Associate Degree","Somewhat related","Unpersonalized","Below average","no","Hindu",0
4232,"choose","B","Female",20,"White","Master Degree","Somewhat related","Unpersonalized","Average","yes","Christian",1
4233,"choose","B","Female",40,"Black","Bachelor Degree","Unrelated","Unpersonalized","Below average","no","Jewish",0
4234,"choose","B","Female",40,"Hispanic","Associate Degree","Closely related","Unpersonalized","Average","yes","Jewish",0
4235,"choose","B","Female",40,"Hispanic","Master Degree","Closely related","Unpersonalized","Above average","no","Hindu",1
4236,"choose","B","Female",20,"Black","Bachelor Degree","Somewhat related","Personalized","Above average","no","Muslim",0
4237,"choose","B","Female",60,"Black","Master Degree","Somewhat related","Unpersonalized","Average","no","Hindu",0
4238,"choose","B","Female",40,"White","Associate Degree","Somewhat related","Unpersonalized","Below average","no","Muslim",1
4239,"choose","B","Female",60,"Asian","Master Degree","Closely related","Unpersonalized","Average","no","Hindu",1
4240,"choose","B","Female",50,"Black","Associate Degree","Unrelated","Personalized","Above average","yes","Jewish",1
4241,"choose","B","Female",60,"Black","Bachelor Degree","Unrelated","Personalized","Average","yes","Muslim",1
4242,"choose","B","Male",50,"Hispanic","Bachelor Degree","Unrelated","Personalized","Average","yes","Muslim",1
4243,"choose","B","Male",30,"White","Master Degree","Somewhat related","Personalized","Below average","no","Hindu",1
4244,"choose","B","Male",40,"Black","Master Degree","Closely related","Personalized","Average","yes","Christian",1
4245,"choose","B","Female",30,"Hispanic","Master Degree","Unrelated","Personalized","Below average","yes","Christian",0
4246,"choose","B","Male",50,"Hispanic","Master Degree","Closely related","Unpersonalized","Above average","yes","Muslim",1
4247,"choose","B","Female",40,"Asian","Associate Degree","Closely related","Unpersonalized","Above average","yes","Christian",1
4248,"choose","B","Female",50,"Asian","Bachelor Degree","Unrelated","Personalized","Average","no","Christian",0
4249,"choose","B","Male",60,"Asian","Bachelor Degree","Closely related","Personalized","Above average","yes","Muslim",1
4250,"choose","B","Male",30,"Black","Master Degree","Somewhat related","Personalized","Average","yes","Christian",1
4251,"choose","B","Male",20,"Hispanic","Bachelor Degree","Somewhat related","Unpersonalized","Average","yes","Hindu",1
4252,"choose","B","Male",50,"Black","Associate Degree","Somewhat related","Personalized","Above average","yes","Christian",1
4253,"choose","B","Female",60,"White","Bachelor Degree","Unrelated","Unpersonalized","Average","no","Hindu",1
4254,"choose","B","Male",40,"Black","Master Degree","Closely related","Unpersonalized","Average","no","Muslim",0
4255,"choose","B","Female",20,"White","Master Degree","Unrelated","Personalized","Average","no","Jewish",0
4256,"choose","B","Female",20,"Hispanic","Associate Degree","Somewhat related","Unpersonalized","Below average","no","Jewish",0
4257,"choose","B","Male",20,"Black","Master Degree","Unrelated","Personalized","Average","yes","Christian",1
4258,"choose","B","Male",50,"Black","Associate Degree","Closely related","Personalized","Above average","yes","Muslim",1
4259,"choose","B","Female",50,"Black","Associate Degree","Somewhat related","Personalized","Above average","no","Christian",0
4260,"choose","B","Female",50,"Asian","Associate Degree","Somewhat related","Unpersonalized","Below average","yes","Jewish",0
4261,"choose","B","Female",50,"White","Bachelor Degree","Closely related","Personalized","Above average","yes","Muslim",1
4262,"choose","B","Male",50,"White","Bachelor Degree","Unrelated","Unpersonalized","Below average","no","Jewish",0
4263,"choose","B","Female",60,"Hispanic","Bachelor Degree","Somewhat related","Personalized","Average","no","Christian",0
4264,"choose","B","Male",20,"White","Associate Degree","Closely related","Personalized","Above average","yes","Muslim",1
4265,"choose","B","Female",50,"Hispanic","Master Degree","Closely related","Personalized","Below average","no","Muslim",0
4266,"choose","B","Female",30,"White","Master Degree","Unrelated","Personalized","Average","no","Jewish",1
4267,"choose","B","Female",60,"Hispanic","Master Degree","Closely related","Personalized","Above average","no","Hindu",1
4268,"choose","B","Male",20,"Black","Master Degree","Unrelated","Unpersonalized","Average","no","Muslim",1
4269,"choose","B","Female",60,"Asian","Bachelor Degree","Unrelated","Personalized","Above average","no","Hindu",1
4270,"choose","B","Male",20,"Asian","Bachelor Degree","Closely related","Personalized","Below average","no","Jewish",1
4271,"choose","B","Male",50,"Hispanic","Master Degree","Unrelated","Personalized","Above average","no","Hindu",1
4272,"choose","B","Female",60,"Hispanic","Master Degree","Closely related","Personalized","Above average","yes","Hindu",1
4273,"choose","B","Female",40,"White","Bachelor Degree","Somewhat related","Personalized","Average","no","Hindu",0
4274,"choose","B","Male",30,"Hispanic","Master Degree","Unrelated","Personalized","Below average","yes","Jewish",1
4275,"choose","B","Male",30,"Black","Bachelor Degree","Unrelated","Unpersonalized","Average","no","Muslim",0
4276,"choose","B","Female",40,"Hispanic","Bachelor Degree","Closely related","Personalized","Below average","no","Christian",1
4277,"choose","B","Female",20,"Asian","Master Degree","Somewhat related","Personalized","Above average","yes","Christian",0
4278,"choose","B","Female",40,"Hispanic","Bachelor Degree","Closely related","Unpersonalized","Below average","no","Muslim",1
4279,"choose","B","Male",60,"Asian","Bachelor Degree","Unrelated","Unpersonalized","Below average","yes","Jewish",0
4280,"choose","B","Male",30,"Hispanic","Master Degree","Somewhat related","Unpersonalized","Below average","no","Muslim",0
4281,"choose","B","Male",30,"Black","Bachelor Degree","Unrelated","Personalized","Average","no","Hindu",1
4282,"choose","B","Female",40,"White","Associate Degree","Closely related","Personalized","Above average","yes","Muslim",1
4283,"choose","B","Female",30,"Hispanic","Associate Degree","Unrelated","Personalized","Above average","no","Hindu",0
4284,"choose","B","Male",40,"Asian","Master Degree","Somewhat related","Unpersonalized","Above average","no","Jewish",1
4285,"choose","B","Male",60,"Hispanic","Bachelor Degree","Closely related","Unpersonalized","Above average","yes","Muslim",1
4286,"choose","B","Female",20,"White","Associate Degree","Closely related","Personalized","Above average","no","Hindu",0
4287,"choose","B","Female",40,"Hispanic","Master Degree","Closely related","Unpersonalized","Above average","no","Muslim",0
4288,"choose","B","Female",20,"Asian","Master Degree","Unrelated","Unpersonalized","Below average","no","Christian",1
4289,"choose","B","Male",50,"White","Associate Degree","Closely related","Unpersonalized","Above average","yes","Christian",1
4290,"choose","B","Male",30,"Hispanic","Bachelor Degree","Unrelated","Personalized","Average","yes","Christian",1
4291,"choose","B","Female",40,"Hispanic","Associate Degree","Unrelated","Unpersonalized","Below average","yes","Hindu",0
4292,"choose","B","Female",40,"Asian","Associate Degree","Somewhat related","Personalized","Average","no","Hindu",0
4293,"choose","B","Male",40,"Black","Master Degree","Closely related","Personalized","Average","yes","Hindu",1
4294,"choose","B","Female",30,"White","Master Degree","Somewhat related","Personalized","Average","yes","Hindu",1
4295,"choose","B","Male",60,"Hispanic","Bachelor Degree","Closely related","Personalized","Average","yes","Hindu",1
4296,"choose","B","Female",60,"White","Associate Degree","Closely related","Unpersonalized","Average","yes","Christian",1
4297,"choose","B","Male",50,"White","Bachelor Degree","Somewhat related","Unpersonalized","Average","yes","Christian",0
4298,"choose","B","Female",40,"Asian","Associate Degree","Somewhat related","Personalized","Average","no","Muslim",1
4299,"choose","B","Female",50,"Asian","Bachelor Degree","Unrelated","Personalized","Below average","yes","Jewish",1
4300,"choose","B","Female",30,"Asian","Master Degree","Closely related","Unpersonalized","Average","yes","Hindu",1
4301,"choose","B","Female",40,"Hispanic","Associate Degree","Somewhat related","Personalized","Below average","yes","Jewish",1
4302,"choose","B","Female",50,"Hispanic","Bachelor Degree","Unrelated","Personalized","Above average","yes","Christian",0
4303,"choose","B","Male",20,"Hispanic","Bachelor Degree","Unrelated","Unpersonalized","Above average","no","Jewish",0
4304,"choose","B","Female",20,"Asian","Bachelor Degree","Somewhat related","Unpersonalized","Above average","no","Hindu",0
4305,"choose","B","Male",50,"White","Master Degree","Closely related","Unpersonalized","Above average","no","Hindu",1
4306,"choose","B","Male",40,"White","Master Degree","Somewhat related","Unpersonalized","Above average","no","Muslim",1
4307,"choose","B","Male",50,"Asian","Associate Degree","Closely related","Personalized","Average","yes","Christian",1
4308,"choose","B","Male",30,"Asian","Associate Degree","Unrelated","Unpersonalized","Below average","no","Jewish",1
4309,"choose","B","Male",60,"Black","Associate Degree","Closely related","Personalized","Average","yes","Hindu",0
4310,"choose","B","Male",20,"Black","Bachelor Degree","Somewhat related","Unpersonalized","Average","yes","Christian",1
4311,"choose","B","Female",40,"Hispanic","Associate Degree","Closely related","Unpersonalized","Below average","no","Jewish",0
4312,"choose","B","Female",40,"Asian","Master Degree","Closely related","Unpersonalized","Average","yes","Hindu",1
4313,"choose","B","Male",30,"Asian","Master Degree","Somewhat related","Personalized","Above average","yes","Christian",1
4314,"choose","B","Female",40,"White","Master Degree","Somewhat related","Personalized","Average","no","Jewish",1
4315,"choose","B","Female",40,"Asian","Associate Degree","Unrelated","Unpersonalized","Average","no","Jewish",0
4316,"choose","B","Female",30,"White","Master Degree","Somewhat related","Personalized","Average","yes","Muslim",1
4317,"choose","B","Male",60,"Black","Associate Degree","Somewhat related","Personalized","Above average","no","Jewish",0
4318,"choose","B","Male",20,"White","Associate Degree","Closely related","Unpersonalized","Average","no","Muslim",0
4319,"choose","B","Male",50,"Hispanic","Associate Degree","Unrelated","Personalized","Average","yes","Hindu",0
4320,"choose","B","Male",50,"Asian","Master Degree","Closely related","Personalized","Average","yes","Muslim",1
4321,"choose","B","Male",60,"Asian","Associate Degree","Unrelated","Personalized","Above average","no","Christian",0
4322,"choose","B","Female",50,"Black","Associate Degree","Closely related","Unpersonalized","Above average","no","Jewish",1
4323,"choose","B","Female",40,"Asian","Bachelor Degree","Somewhat related","Personalized","Average","no","Muslim",1
4324,"choose","B","Male",50,"Black","Bachelor Degree","Closely related","Personalized","Above average","yes","Muslim",1
4325,"choose","B","Male",50,"Asian","Associate Degree","Somewhat related","Unpersonalized","Below average","no","Christian",0
4326,"choose","B","Male",60,"Black","Associate Degree","Closely related","Personalized","Above average","yes","Hindu",0
4327,"choose","B","Female",60,"Black","Master Degree","Unrelated","Unpersonalized","Above average","yes","Hindu",1
4328,"choose","B","Male",20,"Hispanic","Bachelor Degree","Unrelated","Personalized","Average","yes","Jewish",0
4329,"choose","B","Female",50,"White","Bachelor Degree","Unrelated","Personalized","Above average","yes","Hindu",1
4330,"choose","B","Male",60,"Hispanic","Associate Degree","Somewhat related","Unpersonalized","Above average","no","Christian",0
4331,"choose","B","Female",40,"White","Master Degree","Closely related","Unpersonalized","Below average","no","Muslim",1
4332,"choose","B","Male",60,"White","Bachelor Degree","Closely related","Unpersonalized","Above average","yes","Muslim",1
4333,"choose","B","Female",60,"Asian","Associate Degree","Closely related","Personalized","Above average","no","Christian",1
4334,"choose","B","Male",60,"White","Associate Degree","Closely related","Unpersonalized","Below average","yes","Muslim",1
4335,"choose","B","Female",30,"White","Master Degree","Somewhat related","Personalized","Average","no","Christian",0
4336,"choose","B","Male",20,"Asian","Bachelor Degree","Unrelated","Personalized","Above average","no","Hindu",0
4337,"choose","B","Male",40,"Black","Master Degree","Somewhat related","Unpersonalized","Above average","no","Muslim",0
4338,"choose","B","Male",40,"Black","Bachelor Degree","Unrelated","Unpersonalized","Average","yes","Hindu",1
4339,"choose","B","Male",40,"Black","Master Degree","Unrelated","Personalized","Above average","no","Christian",0
4340,"choose","B","Male",30,"Black","Bachelor Degree","Somewhat related","Unpersonalized","Below average","no","Hindu",1
4341,"choose","B","Female",20,"Black","Bachelor Degree","Closely related","Unpersonalized","Below average","no","Hindu",1
4342,"choose","B","Male",60,"Black","Bachelor Degree","Closely related","Unpersonalized","Below average","no","Jewish",0
4343,"choose","B","Male",20,"Asian","Master Degree","Somewhat related","Personalized","Above average","no","Jewish",0
4344,"choose","B","Female",20,"White","Bachelor Degree","Closely related","Personalized","Average","no","Christian",0
4345,"choose","B","Male",20,"Black","Associate Degree","Closely related","Personalized","Below average","yes","Jewish",0
4346,"choose","B","Male",30,"White","Bachelor Degree","Unrelated","Unpersonalized","Average","yes","Christian",0
4347,"choose","B","Female",60,"Asian","Bachelor Degree","Unrelated","Personalized","Above average","yes","Muslim",0
4348,"choose","B","Female",40,"Black","Bachelor Degree","Unrelated","Unpersonalized","Average","no","Muslim",0
4349,"choose","B","Female",60,"White","Master Degree","Unrelated","Unpersonalized","Below average","yes","Hindu",1
4350,"choose","B","Female",20,"Black","Master Degree","Unrelated","Unpersonalized","Above average","no","Jewish",1
4351,"choose","B","Male",60,"Hispanic","Master Degree","Closely related","Personalized","Below average","no","Christian",0
4352,"choose","B","Male",20,"Black","Associate Degree","Closely related","Personalized","Above average","no","Christian",0
4353,"choose","B","Male",30,"Asian","Bachelor Degree","Somewhat related","Personalized","Above average","no","Hindu",0
4354,"choose","B","Female",20,"Asian","Associate Degree","Closely related","Unpersonalized","Above average","yes","Jewish",1
4355,"choose","B","Male",60,"White","Bachelor Degree","Closely related","Personalized","Above average","no","Muslim",0
4356,"choose","B","Male",50,"Hispanic","Master Degree","Somewhat related","Unpersonalized","Below average","yes","Jewish",0
4357,"choose","B","Female",60,"Black","Bachelor Degree","Unrelated","Personalized","Average","yes","Christian",0
4358,"choose","B","Male",60,"Asian","Bachelor Degree","Somewhat related","Personalized","Below average","no","Jewish",0
4359,"choose","B","Male",20,"Asian","Associate Degree","Unrelated","Personalized","Below average","yes","Christian",0
4360,"choose","B","Female",40,"Asian","Associate Degree","Somewhat related","Unpersonalized","Average","yes","Muslim",1
4361,"choose","B","Female",20,"Black","Master Degree","Unrelated","Personalized","Below average","no","Jewish",0
4362,"choose","B","Male",30,"Black","Master Degree","Unrelated","Unpersonalized","Above average","yes","Muslim",1
4363,"choose","B","Female",20,"White","Bachelor Degree","Somewhat related","Unpersonalized","Above average","yes","Muslim",1
4364,"choose","B","Female",50,"Hispanic","Bachelor Degree","Somewhat related","Unpersonalized","Above average","yes","Muslim",1
4365,"choose","B","Male",30,"Asian","Bachelor Degree","Unrelated","Unpersonalized","Below average","yes","Jewish",0
4366,"choose","B","Female",40,"White","Master Degree","Closely related","Personalized","Average","yes","Hindu",1
4367,"choose","B","Female",50,"White","Bachelor Degree","Closely related","Personalized","Below average","no","Jewish",0
4368,"choose","B","Male",60,"Hispanic","Bachelor Degree","Somewhat related","Unpersonalized","Below average","yes","Hindu",1
4369,"choose","B","Female",40,"White","Master Degree","Unrelated","Personalized","Average","no","Jewish",1
4370,"choose","B","Female",30,"Hispanic","Associate Degree","Closely related","Personalized","Below average","no","Muslim",0
4371,"choose","B","Male",40,"White","Bachelor Degree","Closely related","Personalized","Average","no","Christian",1
4372,"choose","B","Female",40,"Hispanic","Associate Degree","Somewhat related","Personalized","Above average","no","Hindu",0
4373,"choose","B","Female",30,"Hispanic","Bachelor Degree","Somewhat related","Personalized","Above average","yes","Christian",1
4374,"choose","B","Male",30,"White","Associate Degree","Closely related","Unpersonalized","Above average","yes","Christian",1
4375,"choose","B","Male",60,"Asian","Master Degree","Somewhat related","Unpersonalized","Average","yes","Jewish",0
4376,"choose","B","Male",50,"Hispanic","Associate Degree","Unrelated","Unpersonalized","Below average","yes","Jewish",1
4377,"choose","B","Male",60,"Black","Bachelor Degree","Closely related","Personalized","Above average","no","Hindu",0
4378,"choose","B","Male",40,"Black","Bachelor Degree","Closely related","Unpersonalized","Above average","no","Christian",1
4379,"choose","B","Female",40,"Asian","Master Degree","Somewhat related","Unpersonalized","Above average","no","Hindu",0
4380,"choose","B","Male",30,"Black","Associate Degree","Closely related","Personalized","Average","yes","Hindu",1
4381,"choose","B","Female",40,"Hispanic","Bachelor Degree","Somewhat related","Unpersonalized","Above average","yes","Christian",1
4382,"choose","B","Male",50,"Hispanic","Master Degree","Somewhat related","Personalized","Average","yes","Hindu",1
4383,"choose","B","Male",60,"White","Master Degree","Somewhat related","Personalized","Below average","no","Muslim",0
4384,"choose","B","Female",20,"Asian","Bachelor Degree","Somewhat related","Personalized","Above average","no","Muslim",1
4385,"choose","B","Female",40,"White","Associate Degree","Somewhat related","Personalized","Above average","yes","Jewish",0
4386,"choose","B","Female",60,"Black","Master Degree","Closely related","Personalized","Below average","yes","Muslim",1
4387,"choose","B","Male",50,"Hispanic","Master Degree","Unrelated","Personalized","Above average","yes","Muslim",1
4388,"choose","B","Female",20,"Black","Associate Degree","Closely related","Personalized","Below average","yes","Hindu",1
4389,"choose","B","Male",30,"Black","Associate Degree","Somewhat related","Personalized","Below average","yes","Hindu",1
